ubicageo_f,numeral,nombre1,integra1,anios_a,temaatsp_a,temaatsp_b,temaatsp_c,temaatsp_d,sexostt,sexos1,sexos2
16089,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16090,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16091,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16092,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16093,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16094,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16095,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16096,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16097,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16098,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16099,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16100,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16101,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16102,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16103,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16104,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16105,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16106,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16107,1,DIRECCION DE SEGURIDAD PUBLICA,16107UE01,2021,1,,,,75,60,15
16108,1,UNIDAD DE ANALISIS E INTELIGENCIA,16108UEP01,2018,1,2,,,5,2,3
16108,2,PROXIMIDAD SOCIAL,16108UEP02,2020,1,2,,,8,6,2
16108,3,GRUPO ESPECIALIZADO EN VIOLENCIA CONTRA LA MUJER,16108UEP03,2022,6,5,,,10,5,5
16109,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16110,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16111,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16112,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16113,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
17001,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
17003,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
17004,1,POLICIA DE GENERO,1,2022,6,2,3,7,7,0,7
17005,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
17006,1,POLICIA DE GENERO,NO APLICA,2018,6,5,9,,8,4,4
17007,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
17008,1,PREVENCION DEL DELITO,17008UEP01,2001,1,5,9,,11,3,8
17009,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
17010,1,UNIDAD ESPECIAL,17010UEP01,2022,1,,,,2,1,1
17011,1,POLICIA DE GENERO,909,2021,5,6,7,9,5,2,3
17012,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
17013,1,PREVENCION DEL DELITO,4,2022,1,,,,1,1,0
17013,2,JUSTICIA CIVICA,4,2022,3,,,,1,1,0
17013,3,PATRULLAJE,4,2022,1,,,,3,1,2
17015,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
17016,1,POLICIA DE GENERO,1,2022,6,5,7,2,4,0,4
17017,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
17018,1,PREVENCION DEL DELITO,17018UEP01,2015,1,5,2,9,6,5,1
17019,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
17020,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
17021,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
17022,1,PREVENCION DEL DELITO,1,1937,1,2,3,4,26,21,5
17023,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
17024,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
17025,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
17026,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
17027,1,BANDO DE POLICIA,17027UEP01,2016,1,2,3,7,30,23,7
17028,1,PATRULLA DE GENERO,17028UEP01,2020,6,5,7,,10,3,7
17029,1,POLICIA DE GENERO,17029UEP01,2021,6,2,,,4,2,2
17029,2,ATENCION A VICTIMAS,17029UEP02,2021,7,,,,4,2,2
17030,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
17031,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
17032,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
17033,1,PREVENCION DEL DELITO,1,2022,2,3,6,9,1,0,1
17034,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
17035,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
17036,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
18001,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
18002,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
18003,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
18004,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
18005,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
18006,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
18007,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
18008,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
18009,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
18010,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
18011,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
18012,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
18013,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
18014,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
18015,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
18016,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
18017,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
18018,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
18019,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
18020,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
19001,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
19002,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
19003,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
19004,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
19005,1,SECRETARIA DE SEGURIDAD PUBLICA MUNICIPAL,CE19005M01,2021,1,,,,39,39,0
19006,1,SECRETARIA DE SEGURIDAD PUBLICA Y VIALIDAD,CE19006M01,2016,1,,,,1080,758,322
19007,1,SECRETARIA DE SEGURIDAD PUBLICA MUNICIPAL,CE-SP19007M1,2021,1,2,5,,49,45,4
19008,1,DIRECCION DE POLICIA Y TRANSITO,UEP1900801,2022,5,1,8,11,6,5,1
19010,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
19011,1,SECRETARIA DE SEGURIDAD PUBLICA Y VIALIDAD MUNICIPAL,CE-SP19011M01,2016,1,,,,21,17,4
19012,1,SECRETARIA DE SEGURIDAD PUBLICA VIALIDAD Y TRANSITO,CE-SP19012M01,1995,1,,,,65,52,13
19015,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
19016,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
19018,1,PREVENCION DEL DELITO,1,2009,1,2,5,9,7,1,6
19019,1,UNIDAD ESPECIAL DE PROTECCION,UEP,2020,5,6,7,9,16,3,13
19021,1,SEGURIDAD PUBLICA DE ESCOBEDO C4,19021UEP01,2017,1,,,,558,437,121
19022,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
19023,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
19024,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
19025,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
19026,1,UNIDAD DE DESPLIEGUE TACTICO,1,NSS,1,,,,12,7,5
19026,2,UNIDAD GUARDIAN,1,NSS,1,,,,49,38,11
19026,3,UNIDAD DE CONTROL AMBIENTAL,13,NSS,13,,,,8,6,2
19027,1,PREVENCION DEL DELITO,1,2019,1,,,,1,0,1
19028,1,SEGURIDAD PUBLICA MUNICIPAL,CE-SP19028M01,2010,1,,,,11,8,3
19029,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
19031,1,POLICIA METROPOLITANA DE INVESTIGACION,PMI,2020,7,,,,10,9,1
19032,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,CE19032M01,2021,1,2,,,23,20,3
19033,1,PREVENCION DEL DELITO,003001UEP01UEP,2016,1,3,5,6,3,2,1
19034,1,DIRECCION DE SEGURIDAD PUBLICA,01034UEPM01,1996,1,,,,14,11,3
19035,1,SECRETARIA DE SEGURIDAD PUBLICA MUNICIPAL,CESP19035M01,2018,1,,,,8,7,1
19036,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
19037,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
19038,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
19039,1,UNIDAD DE ATENCION A VICTIMAS DE VIOLENCIA FAMILIAR Y DE GENERO,NO APLICA,2011,7,5,6,,29,12,17
19039,2,CENTRO DE ATENCION INTEGRAL PARA ADOLESCENTES Y NIÑOS,NO APLICA,2014,9,,,,18,2,16
19040,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
19041,1,PREVENCION SOCIAL DE LA VIOLENCIA Y LA DELINCUENCIA,01001DPSVD01,2019,1,2,5,9,1,0,1
19041,2,CENTRO DE ATENCION INTEGRAL PARA ADOLESCENTES,01001CAIPA02,2020,9,1,2,5,10,1,9
19043,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
19044,1,SECRETARIA DE SEGURIDAD PUBLICA TRANSITO Y VIALIDAD,CPO19044M01,2021,1,2,13,,79,67,12
19045,1,SECRETARIA DE SEGURIDAD PUBLICA Y VIALIDAD,UEP19045M01,NSS,1,,,,120,98,22
19046,1,CENTRO INTEGRAL DE ATENCION A MUJERES VICTIMAS DE VIOLENCIA,1,2016,6,5,,,9,2,7
19047,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
19048,1,UNIDAD DE ATENCION A LA VIOLENCIA,MUJER SEGURA,2020,5,6,7,8,14,3,11
19049,1,SECRETARIA DE SEGURIDAD PUBLICA Y VIALIDAD,19049UEPM01,1917,1,,,,128,100,28
19050,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
19051,1,SECRETARIA DE SEGURIDAD PUBLICA,CE19051M01,2021,1,,,,22,19,3
20001,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20002,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20003,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20004,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20005,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20006,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20007,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20008,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20009,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20010,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20011,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20012,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20013,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20014,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20015,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20016,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20017,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20018,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20019,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20020,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20021,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20022,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20023,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20024,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20025,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20026,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20027,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20028,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20029,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20030,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20031,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20032,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20033,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20034,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20035,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20036,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20037,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20038,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20039,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20040,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20041,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20042,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20043,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20044,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20045,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20046,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20047,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20048,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20049,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20050,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20051,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20052,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20053,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20054,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20055,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20056,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20057,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20058,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20059,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20060,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20061,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20062,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20063,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20064,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20065,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20066,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20067,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20068,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20069,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20070,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20071,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20072,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20073,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20074,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20075,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20076,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20077,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20078,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20079,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20080,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20081,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20082,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20083,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20084,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20085,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20086,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20087,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20088,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20089,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20090,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20091,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20092,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20093,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20094,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20095,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20096,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20097,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20098,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20099,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20100,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20101,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20102,1,PREVENCION DEL DELITO,20102UEP01,2022,1,,,,5,3,2
20103,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20104,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20105,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20106,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20107,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20108,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20109,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20110,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20111,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20112,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20113,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20114,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20115,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20116,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20117,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20118,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20119,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20120,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20121,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20122,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20123,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20124,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20125,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20126,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20127,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20128,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20129,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20130,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20131,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20132,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20133,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20134,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20135,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20136,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20137,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20138,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20139,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20140,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20141,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20142,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20143,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20144,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20145,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20146,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20147,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20148,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20149,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20150,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20151,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20152,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20153,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20154,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20155,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20156,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20157,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20158,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20159,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20160,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20161,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20162,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20163,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20164,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20165,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20166,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20167,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20168,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20169,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20170,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20171,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20172,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20173,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20174,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20175,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20176,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20177,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20178,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20179,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20180,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20181,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20182,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20183,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20184,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20185,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20186,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20187,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20188,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20189,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20190,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20191,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20192,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20193,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20194,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20195,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20196,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20197,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20198,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20199,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20200,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20201,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20202,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20203,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20204,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20205,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20206,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20207,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20208,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20209,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20210,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20211,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
