ubicageo_f,nombre1,sexo_i,edades,totalca1,gdoestud_k,estagrad_e,institsp_c,antigu_a,antigu_b,puebindi_j,fdesigna_m
22009,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL DE JALPAN DE SERRA,1,40,31416,6,4,21,13,2,26,8
22010,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,56,30000,6,4,13,29,4,4,6
22011,SECRETARIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL DE EL MARQUES,1,40,96000,7,3,13,17,4,26,2
22012,SECRETARIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL DE PEDRO ESCOBEDO,1,45,12890.1,6,3,99,NSS,1,26,2
22013,DIRECCION DE SEGURIDAD PUBLICA,1,41,32860,5,4,13,16,1,26,1
22014,SECRETARIA DE SEGURIDAD PUBLICA DEL MUNICIPIO DE QUERETARO,1,48,96562,7,4,17,22,6,26,1
22015,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,30,22000,4,3,5,7,1,26,2
22016,SECRETARIA DE SEGURIDAD PUBLICA MUNICIPAL,1,53,64169,7,4,9,27,1,26,6
22017,SECRETARIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL DE TEQUISQUIAPAN,1,50,26000,6,3,7,32,4,26,3
22018,SECRETARIA DE SEGURIDAD PUBLICA TRANSITO Y PROTECCION CIVIL,1,39,38000,5,3,13,19,1,26,1
23001,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,3,NA,NA,0,0,0,NA,NA,0,0
23002,DIRECCION GENERAL DE SEGURIDAD PUBLICA TRANSITO Y BOMBEROS MUNICIPAL,1,55,25806,6,4,99,1,1,26,2
23003,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,2,41,50000,6,4,3,15,1,26,2
23004,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,51,25000,6,3,2,37,0,26,2
23005,SECRETARIA MUNICIPAL DE SEGURIDAD PUBLICA Y TRANSITO,1,45,76077.32,6,4,2,2,2,26,2
23006,SECRETARIA DE SEGURIDAD PUBLICA,1,50,15000,3,3,1,22,2,6,2
23007,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,41,30000,3,3,2,20,2,6,2
23008,SECRETARIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL DE SOLIDARIDAD,1,54,106830,6,3,9,20,2,26,2
23009,SECRETARIA DE SEGURIDAD PUBLICA Y PROTECCION CIUDADANA,1,51,80000.62,7,4,17,1,1,26,2
23010,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,70,25112,3,3,1,10,8,26,3
23011,SECRETARIA MUNICIPAL DE SEGURIDAD PUBLICA Y TRANSITO,1,38,34000,6,3,2,19,1,26,2
24001,SEGURIDAD PUBLICA,1,35,14000,4,3,17,9,1,26,1
24002,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,32,10000,4,2,6,6,1,26,1
24003,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,56,24999,4,3,9,35,1,4,1
24004,DIRECCION GENERAL DE SEGURIDAD PUBLICA,1,28,13255,4,3,22,3,1,26,1
24005,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,46,15885,3,3,9,17,1,26,2
24006,DIRECCION DE SEGURIDAD PUBLICA,2,39,13600,3,3,20,1,1,26,1
24007,DIRECCION GENERAL DE SEGURIDAD PUBLICA,1,55,18540,4,3,5,32,1,26,2
24008,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,42,27835.2,4,3,17,11,1,26,1
24009,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,45,18900,4,1,17,9,1,26,1
24010,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,33,23600,6,2,23,4,4,26,1
24011,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,55,43022,6,4,9,31,1,26,1
24012,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,42,14473,6,1,17,23,1,4,1
24013,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,45,45000,4,3,9,23,1,26,2
24014,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,55,23622,5,3,1,4,1,16,5
24015,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,43,10000,6,4,9,7,1,26,6
24016,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,41,18500,3,3,19,14,3,26,2
24017,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,40,18000,3,3,17,6,1,26,1
24018,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,51,9463.2,7,4,17,32,1,4,1
24019,DIRECCION GENERAL DE SEGURIDAD PUBLICA,1,41,13634,5,3,19,7,2,26,1
24020,DIRECCION GENERAL DE SEGURIDAD PUBLICA,1,50,23029,6,4,3,16,1,26,1
24021,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,45,11600,5,4,23,13,1,26,1
24022,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,36,5137,6,4,11,10,1,26,1
24023,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,61,18000,6,3,1,17,1,26,6
24024,DIRECCION GENERAL DE SEGURIDAD PUBLICA MUNICIPAL,1,58,35507,6,3,3,36,1,26,1
24025,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,2,43,18500,5,3,22,1,1,26,1
24026,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,45,12222,4,3,5,24,1,4,5
24027,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,39,36242,6,4,18,3,1,26,1
24028,SECRETARIA DE SEGURIDAD Y PROTECCION CIUDADANA,1,49,56560,6,4,3,3,3,26,1
24029,SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,48,15600,3,3,23,1,1,26,1
24030,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
24031,DIRECCION DE SEGURIDAD PUBLICA,1,50,21080.7,3,3,17,25,4,26,1
24032,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,26,20000,5,3,18,1,1,26,1
24033,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,45,6000,5,3,3,10,5,26,1
24034,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,48,10000,6,4,21,12,2,26,1
24035,DIRECCION GENERAL DE SEGURIDAD PUBLICA MUNICIPAL,1,58,24160.8,6,4,9,29,1,26,1
24036,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,38,12179,5,3,1,2,2,26,1
24037,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,43,32692,6,4,13,25,1,26,1
24038,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,50,18189,4,3,1,32,4,12,1
24039,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,51,18000,4,3,1,1,1,26,1
24040,DIRECCION GENERAL DE POLICIA Y TRANSITO MUNICIPAL,1,46,28000,4,3,1,26,0,26,1
24041,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,34,10587.29,6,4,17,4,0,4,1
24042,SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,53,14641.2,4,3,17,28,4,26,1
24043,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,46,12936,6,3,5,6,1,26,1
24044,DIRECCION GENERAL DE SEGURIDAD PUBLICA MUNICIPAL,1,39,11814,3,3,17,7,7,26,1
24045,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,67,8759.4,3,3,17,27,27,26,1
24046,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,2,53,16240,3,3,21,1,1,26,1
24047,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,2,31,12000,6,4,17,1,1,26,1
24048,DIRECCION GENERAL DE SEGURIDAD PUBLICA MUNICIPAL,1,51,5186,5,3,17,3,1,26,1
24049,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,34,16182,4,3,21,5,1,26,6
24050,DIRECCION GENERAL DE SEGURIDAD PUBLICA MUNICIPAL,1,32,39582.3,4,3,18,14,1,26,1
24051,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,45,17266,4,3,1,26,1,26,1
24052,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,38,9000,4,3,22,8,0,26,1
24053,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,37,24331.2,6,1,17,16,1,12,1
24054,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,55,20224,4,3,21,8,1,26,3
24055,SEGURIDAD PUBLICA MUNICIPAL,1,56,42000,4,3,3,21,1,26,1
24056,DIRECCION GENERAL DE SEGURIDAD PUBLICA MUNICIPAL,3,NA,NA,0,0,0,NA,NA,0,0
24057,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,52,14722.98,4,3,13,30,1,26,1
24058,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,33,23614,6,2,17,5,2,26,1
25001,SECRETARIA DE SEGURIDAD Y PROTECCION CIUDADANA DEL MUNICIPIO DE AHOME,1,43,63200.67,8,3,11,23,1,26,1
25002,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,36,27000,7,4,19,3,1,99,6
25003,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,45,36000,6,4,17,17,1,17,2
25004,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,43,21101,6,4,19,18,2,26,6
25005,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL DE COSALA,1,53,32600,6,3,9,18,4,26,1
25006,SECRETARIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,35,65076.3,7,4,9,12,2,26,6
25007,17,1,46,36000,4,3,9,21,1,26,2
25008,DSPYTM ELOTA,1,36,35400,7,4,15,12,0,25,1
25009,DIRECCION DE SEGURIDAD PUBLICA ESCUINAPA SINALOA,1,50,16000,6,3,19,25,9,26,6
25010,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL DE EL FUERTE,1,41,37861.52,6,4,17,19,1,7,2
25011,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,42,35465.56,6,4,5,15,1,26,2
25012,SECRETARIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,43,62000,6,3,18,15,1,26,3
25013,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL MOCORITO,1,55,30915,6,4,9,36,1,26,1
25014,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,39,25202.23,6,4,9,9,1,26,6
25015,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL DE SALVADOR ALVARADO,1,53,31655.74,7,4,1,7,1,26,6
25016,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,30,32000,6,4,5,10,1,25,6
25017,DSPYTM,1,50,13000,6,4,19,13,1,26,3
25018,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL DE NAVOLATO,1,43,400,6,4,99,23,1,26,2
26001,SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,51,10800,3,3,10,15,3,26,3
26002,COMISARIA GENERAL,1,45,38164,7,3,3,24,5,26,3
26003,COMISARIA DE POLICIA PREVENTIVA Y TRANSITO MUNICIPAL,1,52,26801,8,4,9,2,2,26,4
26004,SEGURIDAD PUBLICA,1,44,8630,4,3,17,18,1,26,2
26005,DIRECCION DE SEGURIDAD PUBLICA DE ARIVECHI,1,43,15000,6,1,17,10,1,26,2
26006,SEGURIDAD PUBLICA,1,NSS,NSS,9,9,99,NSS,NSS,26,2
26007,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL DE ATIL,1,47,12000,5,3,18,20,1,26,2
26008,SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,44,10000,3,3,17,1,1,26,1
26009,POLICIA MUNICIPAL PREVENTIVA,1,38,14000,4,1,17,3,0,26,2
26010,SEGURIDAD PUBLICA MUNICIPAL,1,35,9253,4,2,22,0,0,26,1
26011,COMISARIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,62,15276,6,3,9,35,1,26,3
26012,JUAN CARLOS MOROYOQUI ARMENTA,1,48,29542,5,3,17,22,1,26,2
26013,COMISARIA MUNICIPAL,1,43,14000,9,9,7,25,1,26,1
26014,SEGURIDAD PUBLICA MUNICIPAL,1,58,21000,6,4,9,19,1,26,4
26015,COMANDANCIA MUNICIPAL,1,59,16838,4,3,20,27,1,26,3
26016,SEGURIDAD PUBLICA MUNICIPAL,1,46,15000,6,4,9,22,3,26,2
26017,DELEGACION DE POLICIA PREVENTIVA Y TRANSITO MUNICIPAL CABORCA SONORA,3,NA,NA,0,0,0,NA,NA,0,0
26018,JEFATURA DE POLICIA PREVENTIVA Y TRANSITO,1,51,51940,7,4,2,1,1,99,9
26019,COMISARIA GENERAL DE LA POLICIA PREVENTIVA Y TRANSITO MUNICIPAL,1,52,29351.7,7,3,13,26,1,26,1
26020,SEGURIDAD PUBLICA MUNICIPAL,1,47,27000,6,4,9,20,20,26,6
26021,POLICIA ESTATAL DE SEGURIDAD PUBLICA,1,46,13500,7,3,19,19,2,26,7
26022,DIRECCION DE SEGURIDAD PUBLICA,1,36,16050,5,3,17,13,1,26,3
26023,ABRAHAM GONZALEZ NORIEGA,1,34,14000,4,3,17,12,2,26,2
26024,SEGURIDAD PUBLICA MUNICIPAL,1,47,11000,4,3,6,29,8,26,1
26025,JEFATURA DE POLICIA PREVENTIVA Y TRANSITO MUNICIPAL,1,39,25000,6,4,2,21,3,26,2
26026,COMISARIA GENERAL DE POLICIA PREVENTIVA Y TRANSITO MUNICIPAL,1,39,22000,6,1,18,16,1,7,2
26027,SEGURIDAD PUBLICA MUNICIPAL FRONTERAS,1,41,11000,7,1,9,17,2,26,1
26028,SEGURIDAD PUBLICA,1,37,12000,4,3,9,10,3,26,2
26029,SEGURIDAD PUBLICA MUNICIPAL,1,52,13000,6,4,2,1,1,99,7
26030,DIRECCION GENERAL DE SEGURIDAD PUBLICA MUNICIPAL,1,46,65770.84,7,3,9,26,2,26,2
26031,COMISARIO GENERAL,1,31,13406,3,3,17,1,1,26,1
26032,SEGURIDAD PUBLICA,1,41,11517,4,3,5,23,1,26,6
26033,SEGURIDAD PUBLICA,1,54,29373,6,2,17,1,1,26,3
26034,SEGURIDAD PUBLICA MUNICIPAL,1,33,10659,6,3,20,11,1,26,2
26035,SEGURIDAD PUBLICA MUNICIPAL,1,37,18900,6,4,22,2,1,26,2
26036,SECRETARIA DE PROTECCION CIUDADANA,1,39,36000,6,4,99,3,1,99,2
26037,SECRETARIA DE SEGURIDAD PUBLICA,1,40,10000,6,1,17,10,1,26,2
26038,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,35,15000,6,1,9,15,2,12,7
26039,COMISARIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,42,17110,4,3,20,20,2,26,2
26040,DIRECCION DE SEGURIDAD PUBLICA,1,40,12844,4,2,17,6,6,26,2
26041,SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,34,15000,6,4,9,8,6,99,2
26042,DIRECCION,1,49,23000,6,4,17,22,2,26,2
26043,JEFATURA DE POLICIA PREVENTIVA Y TRANSITO MUNICIPAL,1,54,52693.23,6,3,17,24,2,99,7
26044,POLICIA MUNICIPAL,2,44,13000,4,3,17,17,1,26,2
26045,SEGURIDAD PUBLICA MUNICIPAL DE OPODEPE,1,50,16000,6,3,19,20,1,26,2
26046,SEGURIDAD PUBLICA MUNICIPAL,1,51,10000,6,4,18,14,5,26,4
26047,DIRECCION DE SEGURIDAD PUBLICA PITIQUITO,1,53,14236.84,4,3,17,16,1,26,2
26048,RAUL ENRIQUE QUINTERO BARRON,1,45,30,5,4,3,24,5,26,2
26049,POLICIA MUNICIPAL,1,29,24000,6,1,9,2,1,26,2
26050,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,57,15750,4,3,20,36,1,26,3
26051,COMANDANCIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,42,7099.31,4,3,22,8,1,26,1
26052,COMISARIA GENERAL DE LA POLICIA PREVENTIVA Y TRANSITO MUNICIPAL,1,45,14000,6,1,23,2,1,26,2
26053,SEGURIDAD PUBLICA,3,NA,NA,0,0,0,NA,NA,0,0
26054,POLICIA ESTATAL DEL ESTADO,1,48,0,7,3,19,25,0,26,6
26055,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,45,67604.6,6,4,7,23,0,26,2
26056,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,36,18000,4,3,23,15,5,26,1
26057,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,49,15000,4,1,17,27,3,26,1
26058,POLICIA PREVENTIVO Y TRANSITO MUNICIPAL DE SANTA ANA SONORA,1,33,12000,6,2,17,7,0,26,4
26059,DIRECCION DE SEGURIDAD PUBLICA,1,60,15160,3,3,17,30,2,26,2
26060,SEGURIDAD PUBLICA MUNICIPAL,2,33,6000,6,4,20,4,1,26,2
26061,POLICIA PREVENTIVA Y TRANSITO MUNICIPAL,1,39,14500,4,3,9,14,1,26,2
26062,SECRETARIA DE SEGURIDAD PUBLICA ESTATAL,1,32,16000,6,3,9,3,1,26,6
26063,SEGURIDAD PUBLICA MUNICIPAL,1,40,9000,6,3,18,4,1,26,1
26064,POLICIA ESTATAL DE SEGURIDAD PUBLICA,1,43,6000,6,1,17,12,3,26,6
26065,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL TUBUTAMA,1,57,13000,4,3,21,32,1,3,2
26066,SEGURIDAD PUBLICA MUNICIPAL,1,53,34860,7,1,7,28,1,26,4
26067,SEGURIDAD PUBLICA MUNICIPAL,1,38,18416,5,2,5,11,11,26,3
26068,SEGURIDAD PUBLICA EL MUNICIPIO DE VILLA PESQUEIRA,1,47,12900,5,2,17,25,0,26,4
26069,POLICIA PREVENTIVA Y TRANSITO MUNICIPAL,1,29,15500,6,1,18,7,7,26,2
26070,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,46,18127,6,4,13,25,0,26,2
26071,COMANDANCIA DE SEGURIDAD PUBLICA MUNICIPAL BENITO JUAREZ,1,47,12,6,4,18,12,6,26,2
26072,SEGURIDADPUBLICA MUNICIPAL,1,34,20509,4,3,17,12,1,21,2
27001,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,48,31055,4,3,5,30,1,26,2
27002,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,53,42826,6,4,5,27,0,26,6
27003,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,54,59550,6,4,5,35,2,26,6
27004,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
27005,DIRECCION DE SEGURIDAD PUBLICA,1,43,53562,7,4,17,22,4,26,1
27006,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL DE CUNDUACAN,1,42,63940,6,4,9,15,2,26,2
27007,DIRECCION DE SEGURIDAD PUBLICA,1,53,42826,6,3,9,3,1,26,2
27008,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,59,60506,4,3,5,39,1,26,1
27009,DIRECCION DE SEGURIDAD PUBLICA,1,45,36000,6,4,20,25,1,26,2
27010,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,49,49354,6,4,9,2,1,26,6
27011,DIRECCION DE SEGURIDAD PUBLICA,1,55,37230,3,3,17,36,30,26,6
27012,DIRECCION DE SEGURIDAD PUBLICA,1,52,62127.22,4,3,18,25,1,26,1
27013,DIRECCION DE SEGURIDAD PUBLICA,1,53,60893,6,3,5,2,1,26,2
27014,DIRECCION DE SEGURIDAD PUBLICA,1,60,95106.98,6,4,17,31,4,26,2
27015,DIRECCION DE SEGURIDAD PUBLICA,1,62,60000,2,2,19,18,1,26,1
27016,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,56,26400,6,3,9,40,0,26,2
27017,DIRECCION DE SEGURIDAD PUBLICA,1,56,56307.64,5,3,9,2,2,26,1
28001,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28002,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28003,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28004,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28005,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28006,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28007,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28008,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28009,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28010,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28011,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28012,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28013,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28014,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28015,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28016,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28017,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28018,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28019,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28020,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28021,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28022,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28023,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28024,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28025,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28026,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28027,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28028,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28029,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28030,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28031,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28032,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28033,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28034,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28035,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28036,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28037,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28038,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28039,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28040,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28041,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28042,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
28043,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
29001,DIRECCION DE SEGURIDAD PUBLICA Y MOVILIDAD MUNICIPAL,2,46,19809,4,3,17,9,1,26,2
29002,DIRECCION DE SEGURIDAD PUBLICA Y VIALIDAD MUNICIPAL,1,39,24200,6,4,23,2,1,99,1
29003,COMISARIA DE SEGURIDAD PUBLICA Y COORDINACION DE PROTECCION CIVIL,1,31,17851,6,4,9,7,1,26,1
29004,DIRECCION DE SEGURIDAD PUBLICA,1,52,16503,4,3,17,8,1,26,2
29005,COMANDANCIA DE SEGURIDAD PUBLICA VIALIDAD Y TRANSPORTE,1,49,33999,7,4,21,10,1,1,2
29006,DIRECCION DE SEGURIDAD PUBLICA Y VIALIDAD MUNICIPAL DE CALPULALPAN,1,56,31384.04,6,4,5,27,1,26,2
29007,COMISARIA DE SEGURIDAD PUBLICA,1,49,21000,4,3,13,23,1,26,2
29008,DIRECCION DE SEGURIDAD PUBLICA,1,38,12000,5,3,19,12,1,26,1
29009,DIRECCION DE SEGURIDAD PUBLICA,1,36,14000,6,4,5,12,1,26,1
29010,DIRECCION DE SEGURIDAD PUBLICA VIALIDAD Y PROTECCION CIVIL,1,46,36616.02,6,4,17,25,1,26,2
29011,DIRECCION DE SEGURIDAD PUBLICA,1,47,10992,6,3,18,19,0,26,1
29012,DIRECCION DE SEGURIDAD PUBLICA,1,40,17000,4,3,18,20,1,26,1
29013,DIRECCION DE SEGURIDAD PUBLICA TRANSITO MUNICIPAL,1,39,34299,6,4,18,20,1,26,2
29014,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,41,18538,4,3,7,1,1,26,2
29015,DIRECCION DE SEGURIDAD PUBLICA Y VIALIDAD MUNICIPAL DE IXTACUIXTLA DE MARIANO MATAMOROS,2,34,24611,6,4,9,10,1,26,1
29016,DIRECCION DE SEGURIDAD PUBLICA,1,45,16518,5,3,17,4,1,26,1
29017,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,40,19014,6,4,21,4,0,26,1
29018,DIRECCION DE SEGURIDAD PUBLICA Y VIALIDAD MUNICIPAL,1,43,18696,4,3,18,10,1,26,1
29019,DIRECCION DE SEGURIDAD PUBLICA VIALIDAD Y TRANSITO MUNICIPAL,1,41,15120,6,3,17,9,1,26,1
29020,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,37,23624,6,4,18,10,2,26,2
29021,DIRECCION DE SEGURIDAD PUBLICA Y VIALIDAD,1,49,18000,6,4,1,10,1,26,1
29022,DIRECCION DE SEGURIDAD PUBLICA Y VIALIDAD MUNICIPAL,3,NA,NA,0,0,0,NA,NA,0,0
29023,DIRECCION DE VIALIDAD Y SEGURIDAD PUBLICA,1,46,27076,6,3,17,5,1,26,1
29024,COMISARIA DE SEGURIDAD PUBLICA,1,43,28600,6,4,3,10,2,26,1
29025,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,40,24748,6,3,18,15,1,26,1
29026,DIRECCION DE SEGURIDAD PUBLICA,1,60,22327,5,3,1,39,1,26,1
29027,COMISARIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,48,15726,6,4,18,4,1,26,1
29028,DIRECCION DE SEGURIDAD PUBLICA Y VIALIDAD MUNICIPAL DE TEOLOCHOLCO,1,33,17265,4,3,1,13,1,26,1
29029,DIRECCION DE SEGURIDAD PUBLICA,2,34,15000,6,4,18,4,1,26,1
29030,DIRECCION DE SEGURIDAD PUBLICA,1,34,20868,4,3,5,14,1,26,1
