ubicageo_f,rnspni1,anios_a,nombre1
24053,1,2017,COMISION DE HONOR Y JUSTICIA DE LA DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL
24054,3,NA,NO APLICA
24055,1,2018,COMISION DE HONOR Y JUSTICIA
24056,3,NA,NO APLICA
24057,1,2016,COMISION DE HONOR Y JUSTICIA DEL MUNICIPIO DE MATLAPA
24058,2,NA,NO APLICA
25001,1,2014,COMISION DE HONOR Y JUSTICIA MUNICIPIO DE AHOME
25002,1,2015,COMISION DE HONOR Y JUSTICIA
25003,1,2022,COMISION DE HONOR Y JUSTICIA
25004,1,2014,COMISION DE HONOR Y JUSTICIA DEL H AYUNTAMIENTO DE CONCORDIA
25005,1,2021,COMISION DE HONOR Y JUSTICIA
25006,1,2014,COMISION DEL SERVICIO PROFESIONAL DE CARRERA HONOR Y JUSTICIA DE LA SECRETARIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL
25007,1,2018,COMISION DE HONOR Y JUSTICIA
25008,1,2007,COMISION DE HONOR Y JUSTICIA Y DE SERVICIOS DE PROFESIONAL DE CARRERA POLICIAL
25009,1,1998,COMISION DE HONOR Y JUSTICIA DEL MUNICIPIO DE ESCUINAPA
25010,1,2017,COMISION DE HONOR Y JUSTICIA
25011,1,2017,COMISION DE HONOR Y JUSTICIA
25012,1,1995,COMISION DE HONOR Y JUSTICIA
25013,1,2022,COMISION DE HONOR Y JUSTICIA DE LA DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL
25014,1,2021,COMISION DE HONOR Y JUSTICIA
25015,1,2007,COMISION DE HONOR Y JUSTICIA DE LA POLICIA PREVENTIVA DEL MUNICIPIO DE SALVADOR ALVARADO
25016,1,2000,COMISION DE HONOR Y JUSTICIA
25017,1,2022,COMISION DE HONOR Y JUSTICIA DE SERVICIO POLICIAL DE CARRERA EN EL MUNICIPIO DE SINALOA SINALOA
25018,1,2014,COMISION DE HONOR Y JUSTICIA
26001,2,NA,NO APLICA
26002,1,2021,COMISION DE HONOR JUSTICIA Y PROMOCION
26003,1,2021,COMISION DE HONOR Y JUSTICIA Y PROMOCION DE COMISARIA PREVENTIVA Y TRANSITO MUNICIPAL DE ALAMOS
26004,3,NA,NO APLICA
26005,2,NA,NO APLICA
26006,3,NA,NO APLICA
26007,3,NA,NO APLICA
26008,2,NA,NO APLICA
26009,2,NA,NO APLICA
26010,3,NA,NO APLICA
26011,3,NA,NO APLICA
26012,1,2022,COMISION DE HONOR JUSTICIA Y PROMOCION
26013,2,NA,NO APLICA
26014,1,2022,COMISION DE HONOR Y JUSTICIA DE BAVIACORA
26015,3,NA,NO APLICA
26016,1,2022,COMISION DE HONOR Y JUSTICIA DE BENJAMIN HILL
26017,3,NA,NO APLICA
26018,1,2020,COMISION DE HONOR JUSTICIA Y PROMOCION POLICIAL
26019,1,2022,COMISION HONOR JUSTICIA Y PROMOCION
26020,1,2018,SIN REGISTRO DE NOMBRE
26021,3,NA,NO APLICA
26022,2,NA,NO APLICA
26023,1,2019,COMISION DE HONOR Y JUSTICIA
26024,3,NA,NO APLICA
26025,1,2021,COMISION DE HONOR JUSTICIA Y PROMOCION
26026,1,2021,COMISION DE HONOR JUSTICIA Y PROMOCION DEL MUNICIPIO DE ETCHOJOA SONORA
26027,1,2022,COMISION DE HONOR JUSTICIA Y PROMOCION DEL MUNICIPIO DE FRONTERAS
26028,2,NA,NO APLICA
26029,1,2012,JUNTA DE HONOR PROMOCION Y JUSTICIA DEL HONORABLE AYUNTAMIENTO DE GUAYMAS
26030,1,2012,COMISION DE HONOR JUSTICIA Y PROMOCION DEL MUNICIPIO DE HERMOSILLO
26031,2,NA,NO APLICA
26032,2,NA,NO APLICA
26033,1,2021,COMISION DE HONOR JUSTICIA Y PROMOCION
26034,3,NA,NO APLICA
26035,1,2021,COMISION DE HONOR Y JUSTICIA
26036,1,2011,JUNTA DE HONOR SELECCION Y PROMOCION
26037,2,NA,NO APLICA
26038,1,2022,JUNTA DE HONOR Y JUSTICIA
26039,1,2021,COMISION DE HONOR Y JUSTICIA
26040,2,NA,NO APLICA
26041,2,NA,NO APLICA
26042,1,2021,COMISION DE HONOR Y JUSTICIA
26043,1,2021,COMISION DE HONOR JUSTICIA Y PROMOCION
26044,2,NA,NO APLICA
26045,1,2022,COMISION DE HONOR Y JUSTICIA DEL MUNICIPIO
26046,2,NA,NO APLICA
26047,1,2022,COMISION DE HONOR Y JUSTICIA
26048,1,2021,COMISION DE HONOR JUSTICIA Y PROMOCION
26049,2,NA,NO APLICA
26050,2,NA,NO APLICA
26051,2,NA,NO APLICA
26052,1,2022,COMISION DE HONOR Y JUSTICIA
26053,2,NA,NO APLICA
26054,1,2004,COMISION DE HONOR Y JUSTICIA SELECCION Y PROMOCION DE LA POLICIA ESTATAL DE SEGURIDAD PUBLICA
26055,1,2014,COMISION DE HONOR Y JUSTICIA Y DEL SERVICIO PROFESIONAL DE CARRERA
26056,2,NA,NO APLICA
26057,3,NA,NO APLICA
26058,2,NA,NO APLICA
26059,2,NA,NO APLICA
26060,2,NA,NO APLICA
26061,2,NA,NO APLICA
26062,3,NA,NO APLICA
26063,3,NA,NO APLICA
26064,2,NA,NO APLICA
26065,2,NA,NO APLICA
26066,1,2022,COMISION DE HONOR JUSTICIA Y PROMOCION
26067,2,NA,NO APLICA
26068,2,NA,NO APLICA
26069,3,NA,NO APLICA
26070,1,2021,COMISION DE HONOR JUSTICIA Y PROMOCION
26071,1,1996,JUNTA DE HONOR PROMOCION Y SELECCION
26072,3,NA,NO APLICA
27001,1,2022,COMISION DE HONOR Y JUSTICIA
27002,1,2021,COMISION DE HONOR Y JUSTICIA
27003,1,2018,COMISION DE HONOR Y JUSTICIA
27004,0,NA,NO APLICA
27005,1,2022,COMISION DE HONOR Y JUSTICIA
27006,1,2019,COMISION DE HONOR Y JUSTICIA
27007,1,2014,COMISION DE HONOR Y JUSTICIA
27008,1,2021,COMISION DE HONOR Y JUSTICIA DE SEGURIDAD PUBLICA Y TRANSITO
27009,1,2021,COMISION MUNICIPAL DE HONOR Y JUSTICIA
27010,1,2022,COMISION DE HONOR Y JUSTICIA
27011,1,2020,COMISION DE HONOR Y JUSTICIA
27012,1,2022,COMISION DE HONOR Y JUSTICIA
27013,1,2015,COMISION DE HONOR Y JUSTICIA
27014,2,NA,NO APLICA
27015,1,2016,COMISION DE HONOR Y JUSTICIA DE LA DIRECCION DE SEGURIDAD PUBLICA DE TACOTALPA
27016,1,2021,COMISION DE HONOR Y JUSTICIA
27017,1,2022,COMISION DE HONOR Y JUSTICIA
28001,0,NA,NO APLICA
28002,0,NA,NO APLICA
28003,0,NA,NO APLICA
28004,0,NA,NO APLICA
28005,0,NA,NO APLICA
28006,0,NA,NO APLICA
28007,0,NA,NO APLICA
28008,0,NA,NO APLICA
28009,0,NA,NO APLICA
28010,0,NA,NO APLICA
28011,0,NA,NO APLICA
28012,0,NA,NO APLICA
28013,0,NA,NO APLICA
28014,0,NA,NO APLICA
28015,0,NA,NO APLICA
28016,0,NA,NO APLICA
28017,0,NA,NO APLICA
28018,0,NA,NO APLICA
28019,0,NA,NO APLICA
28020,0,NA,NO APLICA
28021,0,NA,NO APLICA
28022,0,NA,NO APLICA
28023,0,NA,NO APLICA
28024,0,NA,NO APLICA
28025,0,NA,NO APLICA
28026,0,NA,NO APLICA
28027,0,NA,NO APLICA
28028,0,NA,NO APLICA
28029,0,NA,NO APLICA
28030,0,NA,NO APLICA
28031,0,NA,NO APLICA
28032,0,NA,NO APLICA
28033,0,NA,NO APLICA
28034,0,NA,NO APLICA
28035,0,NA,NO APLICA
28036,0,NA,NO APLICA
28037,0,NA,NO APLICA
28038,0,NA,NO APLICA
28039,0,NA,NO APLICA
28040,0,NA,NO APLICA
28041,0,NA,NO APLICA
28042,0,NA,NO APLICA
28043,0,NA,NO APLICA
29001,1,2022,CONSEJO DE HONOR Y JUSTICIA
29002,1,2021,CONSEJO DE HONOR Y JUSTICIA
29003,1,2022,CONSEJO DE HONOR Y JUSTICIA DEL MUNICIPIO DE ATLANGATEPEC
29004,2,NA,NO APLICA
29005,1,2020,CONSEJO DE HONOR Y JUSTICIA
29006,1,2021,COMISION DE HONOR Y JUSTICIA DEL MUNICIPIO DE CALPULALPAN
29007,1,2022,CONCEJO DE HONOR Y JUSTICIA
29008,2,NA,NO APLICA
29009,1,2021,CONSEJO DE HONOR Y JUSTICIA
29010,1,2021,CONSEJO DE HONOR Y JUSTICIA
29011,1,2021,CONSEJO DE HONOR Y JUSTICIA DEL MUNICIPIO DE MUÑOZ DE DOMINGO ARENAS
29012,2,NA,NO APLICA
29013,1,2021,COMISION MUNICIPAL DEL SERVICIO PROFESIONAL DE CARRERA HONOR Y JUSTICIA
29014,1,2022,REGLAMENTO DEL CONSEJO DE HONOR Y JUSTICIA DE LA DIRECCION DE SEGURIDAD PUBLICA VIALIDAD Y TRANSPORTE DEL MUNICIPIO DE HUEYOTLIPAN TLAXCALA
29015,1,2022,CONSEJO DE HONOR Y JUSTICIA POLICIAL DE LA DIRECCION DE SEGURIDAD PUBLICA Y VIALIDAD MUNICIPAL DE IXTACUIXTLA DE MARIANO MATAMOROS
29016,2,NA,NO APLICA
29017,3,NA,NO APLICA
29018,2,NA,NO APLICA
29019,1,2022,CONSEJO DE HONOR Y JUSTICIA
29020,1,2021,CONSEJO DE HONOR Y JUSTICIA DEL MUNICIPIO DE SANCTORUM DE LAZARO CARDENAS
29021,3,NA,NO APLICA
29022,3,NA,NO APLICA
29023,1,2021,CONSEJO DE HONOR Y JUSTICIA
29024,1,2015,CONSEJO DE HONOR Y JUSTICIA
29025,1,2021,CONSEJO DE HONOR Y JUSTICIA
29026,1,2021,CONSEJO DE HONOR Y JUSTICIA
29027,3,NA,NO APLICA
29028,2,NA,NO APLICA
29029,1,2022,COMISION DE HONOR Y JUSTICIA
29030,2,NA,NO APLICA
29031,1,2022,CONSEJO DE HONOR Y JUSTICIA
29032,2,NA,NO APLICA
29033,1,2014,COMISION DE HONOR Y JUSTICIA Y DEL SERVICIO PROFESIONAL DE CARRERA POLICIAL
29034,1,2021,CONSEJO DE HONOR Y JUSTICIA
29035,1,2021,CONSEJO DE HONOR Y JUSTICIA
29036,1,2022,CONSEJO DE HONOR Y JUSTICIA
29037,2,NA,NO APLICA
29038,2,NA,NO APLICA
29039,1,2021,CONSEJO DE HONOR Y JUSTICIA
29040,1,2021,CONSEJO DE HONOR Y JUSTICIA DEL MUNICIPIO DE XALTOCAN
29041,2,NA,NO APLICA
29042,1,2022,CONSEJO DE HONOR Y JUSTICIA
29043,2,NA,NO APLICA
29044,1,2022,CONSEJO DE HONOR Y JUSTICIA POLICIAL DEL MUNICIPIO DE ZACATELCO
29045,2,NA,NO APLICA
29046,1,2021,CONSEJO DE HONOR Y JUSTICIA
29047,1,2021,CONSEJO DE HONOR Y JUSTICIA
29048,1,2022,CONSEJO DE HONOR Y JUSTICIA
29049,1,2022,CONSEJO DE HONOR Y JUSTICIA
29050,2,NA,NO APLICA
29051,2,NA,NO APLICA
29052,2,NA,NO APLICA
29053,2,NA,NO APLICA
29054,2,NA,NO APLICA
29055,2,NA,NO APLICA
29056,1,2017,COMISION DE HONOR Y JUSTICIA DEL MUNICIPIO DE SANTA ANA NOPALUCAN
29057,3,NA,NO APLICA
29058,1,2021,HONORABLE CONSEJO DE HONOR Y JUSTICIA
29059,1,2022,MUNICIPIO DE SANTA CRUZ QUILEHTLA
29060,1,2022,CONSEJO DE HONOR DE JUSTICIA POLICIAL
30001,3,NA,NO APLICA
30002,3,NA,NO APLICA
30003,3,NA,NO APLICA
30004,3,NA,NO APLICA
30005,3,NA,NO APLICA
30006,9,NSS,NO IDENTIFICADO
30007,3,NA,NO APLICA
30008,3,NA,NO APLICA
30009,3,NA,NO APLICA
30010,2,NA,NO APLICA
30011,3,NA,NO APLICA
30012,2,NA,NO APLICA
30013,2,NA,NO APLICA
30014,9,NSS,NO IDENTIFICADO
30015,2,NA,NO APLICA
30016,3,NA,NO APLICA
30017,3,NA,NO APLICA
30018,3,NA,NO APLICA
30019,3,NA,NO APLICA
30020,3,NA,NO APLICA
30021,2,NA,NO APLICA
30022,2,NA,NO APLICA
30023,3,NA,NO APLICA
30024,3,NA,NO APLICA
30025,3,NA,NO APLICA
30026,3,NA,NO APLICA
30027,3,NA,NO APLICA
30028,3,NA,NO APLICA
30029,2,NA,NO APLICA
30030,2,NA,NO APLICA
30031,3,NA,NO APLICA
30032,2,NA,NO APLICA
30033,2,NA,NO APLICA
30034,3,NA,NO APLICA
30035,3,NA,NO APLICA
30036,3,NA,NO APLICA
30037,3,NA,NO APLICA
30038,1,2021,COMISION DE HONOR Y JUSTICIA
30039,1,2020,COMISION DE HONOR Y JUSTICIA DE LA DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL DEL H AYUNTAMIENTO DE COATZACOALCOS VERACRUZ
30040,3,NA,NO APLICA
30041,3,NA,NO APLICA
30042,3,NA,NO APLICA
30043,3,NA,NO APLICA
30044,3,NA,NO APLICA
30045,3,NA,NO APLICA
30046,3,NA,NO APLICA
30047,2,NA,NO APLICA
30048,3,NA,NO APLICA
30049,2,NA,NO APLICA
30050,3,NA,NO APLICA
30051,3,NA,NO APLICA
30052,3,NA,NO APLICA
30053,3,NA,NO APLICA
30054,2,NA,NO APLICA
30055,3,NA,NO APLICA
30056,3,NA,NO APLICA
30057,3,NA,NO APLICA
30058,3,NA,NO APLICA
30059,3,NA,NO APLICA
30060,2,NA,NO APLICA
30061,1,2022,COMISION DE HONOR Y JUSTICIA
30062,3,NA,NO APLICA
30063,3,NA,NO APLICA
30064,2,NA,NO APLICA
30065,3,NA,NO APLICA
30066,2,NA,NO APLICA
30067,3,NA,NO APLICA
30068,3,NA,NO APLICA
30069,2,NA,NO APLICA
30070,3,NA,NO APLICA
30071,3,NA,NO APLICA
30072,3,NA,NO APLICA
30073,2,NA,NO APLICA
30074,9,NSS,NO IDENTIFICADO
30075,9,NSS,NO IDENTIFICADO
30076,3,NA,NO APLICA
30077,2,NA,NO APLICA
30078,2,NA,NO APLICA
30079,2,NA,NO APLICA
30080,3,NA,NO APLICA
30081,3,NA,NO APLICA
30082,9,NSS,NO IDENTIFICADO
30083,3,NA,NO APLICA
30084,3,NA,NO APLICA
30085,2,NA,NO APLICA
30086,2,NA,NO APLICA
30087,3,NA,NO APLICA
30088,3,NA,NO APLICA
30089,3,NA,NO APLICA
30090,2,NA,NO APLICA
30091,2,NA,NO APLICA
30092,9,NSS,NO IDENTIFICADO
30093,9,NSS,NO IDENTIFICADO
30094,2,NA,NO APLICA
30095,2,NA,NO APLICA
30096,2,NA,NO APLICA
30097,2,NA,NO APLICA
30098,1,2022,COMISION DE HONOR Y JUSTICIA MUNICIPAL
30099,9,NSS,NO IDENTIFICADO
30100,2,NA,NO APLICA
30101,2,NA,NO APLICA
30102,2,NA,NO APLICA
30103,1,2022,CONSEJO DE SEGURIDAD
30104,3,NA,NO APLICA
30105,9,NSS,NO IDENTIFICADO
30106,2,NA,NO APLICA
30107,2,NA,NO APLICA
30108,1,2019,COMISION DE HONOR Y JUSTICIA
30109,3,NA,NO APLICA
30110,3,NA,NO APLICA
30111,2,NA,NO APLICA
30112,2,NA,NO APLICA
30113,3,NA,NO APLICA
30114,1,2022,MECANISMO DE SUPERVISION POLICIAL
30115,3,NA,NO APLICA
30116,2,NA,NO APLICA
30117,3,NA,NO APLICA
30118,1,2022,COMISION DE HONOR Y JUSTICIA POLICIA MUNICIPAL DE ORIZABA
30119,9,NSS,NO IDENTIFICADO
30120,2,NA,NO APLICA
30121,3,NA,NO APLICA
30122,3,NA,NO APLICA
30123,3,NA,NO APLICA
30124,2,NA,NO APLICA
30125,9,NSS,NO IDENTIFICADO
30126,2,NA,NO APLICA
30127,2,NA,NO APLICA
30128,2,NA,NO APLICA
30129,3,NA,NO APLICA
30130,2,NA,NO APLICA
30131,1,2019,COMISION DE HONOR Y JUSTICIA PARA LOS ELEMENTOS DE LA POLICIA MUNICIPAL DE POZA RICA
30132,3,NA,NO APLICA
30133,2,NA,NO APLICA
30134,3,NA,NO APLICA
30135,2,NA,NO APLICA
30136,2,NA,NO APLICA
30137,3,NA,NO APLICA
30138,9,NSS,NO IDENTIFICADO
30139,2,NA,NO APLICA
30140,3,NA,NO APLICA
30141,2,NA,NO APLICA
30142,2,NA,NO APLICA
30143,2,NA,NO APLICA
30144,9,NSS,NO IDENTIFICADO
30145,3,NA,NO APLICA
30146,3,NA,NO APLICA
30147,9,NSS,NO IDENTIFICADO
30148,1,2022,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL ACREDITARLE
30149,3,NA,NO APLICA
30150,2,NA,NO APLICA
30151,2,NA,NO APLICA
30152,3,NA,NO APLICA
30153,3,NA,NO APLICA
30154,3,NA,NO APLICA
30155,9,NSS,NO IDENTIFICADO
30156,2,NA,NO APLICA
30157,3,NA,NO APLICA
30158,2,NA,NO APLICA
30159,3,NA,NO APLICA
30160,2,NA,NO APLICA
30161,3,NA,NO APLICA
30162,3,NA,NO APLICA
30163,2,NA,NO APLICA
30164,3,NA,NO APLICA
30165,3,NA,NO APLICA
30166,2,NA,NO APLICA
30167,2,NA,NO APLICA
30168,3,NA,NO APLICA
30169,2,NA,NO APLICA
30170,3,NA,NO APLICA
30171,2,NA,NO APLICA
30172,3,NA,NO APLICA
30173,2,NA,NO APLICA
30174,2,NA,NO APLICA
30175,2,NA,NO APLICA
30176,3,NA,NO APLICA
30177,2,NA,NO APLICA
30178,3,NA,NO APLICA
30179,3,NA,NO APLICA
30180,3,NA,NO APLICA
30181,2,NA,NO APLICA
30182,9,NSS,NO IDENTIFICADO
30183,1,2019,COMISION DE HONOR Y JUSTICIA
30184,9,NSS,NO IDENTIFICADO
30185,3,NA,NO APLICA
30186,3,NA,NO APLICA
30187,2,NA,NO APLICA
30188,3,NA,NO APLICA
30189,1,2015,COMISION DE HONOR Y JUSTICIA DE LA SECRETARIA DE SEGURIDAD PUBLICA MUNICIPAL DE TUXPAN VERACRUZ
30190,3,NA,NO APLICA
30191,9,NSS,NO IDENTIFICADO
30192,2,NA,NO APLICA
30193,1,2019,COMISION DE HONOR Y JUSTICIA
30194,3,NA,NO APLICA
30195,2,NA,NO APLICA
30196,3,NA,NO APLICA
30197,2,NA,NO APLICA
30198,2,NA,NO APLICA
30199,3,NA,NO APLICA
30200,2,NA,NO APLICA
30201,2,NA,NO APLICA
30202,3,NA,NO APLICA
30203,2,NA,NO APLICA
30204,3,NA,NO APLICA
30205,3,NA,NO APLICA
30206,1,2022,COMISION DE HONOR Y JUSTICIA
30207,2,NA,NO APLICA
30208,2,NA,NO APLICA
30209,3,NA,NO APLICA
30210,2,NA,NO APLICA
30211,2,NA,NO APLICA
30212,2,NA,NO APLICA
31001,3,NA,NO APLICA
31002,3,NA,NO APLICA
31003,2,NA,NO APLICA
31004,3,NA,NO APLICA
31005,2,NA,NO APLICA
31006,3,NA,NO APLICA
31007,3,NA,NO APLICA
31008,3,NA,NO APLICA
31009,1,2021,COMISION DE SEGURIDAD PUBLICA Y TRANSITO
31010,3,NA,NO APLICA
31011,3,NA,NO APLICA
31012,3,NA,NO APLICA
31013,3,NA,NO APLICA
31014,3,NA,NO APLICA
31015,3,NA,NO APLICA
31016,3,NA,NO APLICA
31017,3,NA,NO APLICA
31018,3,NA,NO APLICA
31019,1,2021,COMISION DE HONOR Y JUSTICIA DEL MUNICIPIO
31020,3,NA,NO APLICA
31021,3,NA,NO APLICA
31022,3,NA,NO APLICA
31023,3,NA,NO APLICA
31024,3,NA,NO APLICA
31025,3,NA,NO APLICA
31026,3,NA,NO APLICA
31027,3,NA,NO APLICA
31028,3,NA,NO APLICA
31029,3,NA,NO APLICA
31030,3,NA,NO APLICA
31031,3,NA,NO APLICA
31032,3,NA,NO APLICA
31033,3,NA,NO APLICA
31034,3,NA,NO APLICA
31035,2,NA,NO APLICA
31036,3,NA,NO APLICA
31037,3,NA,NO APLICA
31038,3,NA,NO APLICA
31039,3,NA,NO APLICA
31040,2,NA,NO APLICA
31041,3,NA,NO APLICA
31042,3,NA,NO APLICA
31043,3,NA,NO APLICA
31044,1,2018,CONSEJO DE HONOR
31045,3,NA,NO APLICA
31046,3,NA,NO APLICA
31047,3,NA,NO APLICA
31048,3,NA,NO APLICA
31049,3,NA,NO APLICA
31050,1,2003,COMISION DEL SERVICIO PROFESIONAL DE CARRERA HONOR Y JUSTICIA
31051,3,NA,NO APLICA
31052,3,NA,NO APLICA
31053,3,NA,NO APLICA
31054,3,NA,NO APLICA
31055,3,NA,NO APLICA
31056,1,2021,COMISION DE HONOR Y JUSTICIA
31057,2,NA,NO APLICA
31058,3,NA,NO APLICA
31059,1,2018,COMISION DEL SERVICIO PROFESIONAL DE CARRERA HONOR Y JUSTICIA POLICIAL
31060,3,NA,NO APLICA
31061,3,NA,NO APLICA
31062,3,NA,NO APLICA
31063,3,NA,NO APLICA
31064,3,NA,NO APLICA
31065,3,NA,NO APLICA
31066,3,NA,NO APLICA
31067,3,NA,NO APLICA
31068,3,NA,NO APLICA
31069,3,NA,NO APLICA
31070,3,NA,NO APLICA
31071,3,NA,NO APLICA
31072,3,NA,NO APLICA
31073,3,NA,NO APLICA
31074,3,NA,NO APLICA
31075,3,NA,NO APLICA
31076,3,NA,NO APLICA
31077,3,NA,NO APLICA
31078,2,NA,NO APLICA
31079,3,NA,NO APLICA
31080,3,NA,NO APLICA
31081,3,NA,NO APLICA
31082,3,NA,NO APLICA
31083,3,NA,NO APLICA
31084,3,NA,NO APLICA
31085,3,NA,NO APLICA
31086,3,NA,NO APLICA
31087,3,NA,NO APLICA
31088,2,NA,NO APLICA
31089,3,NA,NO APLICA
31090,3,NA,NO APLICA
31091,3,NA,NO APLICA
31092,2,NA,NO APLICA
31093,3,NA,NO APLICA
31094,3,NA,NO APLICA
31095,3,NA,NO APLICA
31096,2,NA,NO APLICA
31097,3,NA,NO APLICA
31098,3,NA,NO APLICA
31099,3,NA,NO APLICA
31100,3,NA,NO APLICA
31101,3,NA,NO APLICA
31102,1,2009,COMISION DEL SERVICIO PROFESIONAL DE CARRERA HONOR Y JUSTICIA DEL MUNICIPIO DE VALLADOLID
31103,3,NA,NO APLICA
31104,3,NA,NO APLICA
31105,3,NA,NO APLICA
31106,3,NA,NO APLICA
32001,3,NA,NO APLICA
32002,0,NA,NO APLICA
32003,2,NA,NO APLICA
32004,2,NA,NO APLICA
32005,2,NA,NO APLICA
32006,2,NA,NO APLICA
32007,3,NA,NO APLICA
32008,2,NA,NO APLICA
32009,3,NA,NO APLICA
32010,1,2022,COMISION DE HONOR Y JUSTICIA
32011,2,NA,NO APLICA
32012,2,NA,NO APLICA
32013,2,NA,NO APLICA
32014,2,NA,NO APLICA
32015,3,NA,NO APLICA
32016,2,NA,NO APLICA
32017,1,2012,COMISION DE HONOR Y JUSTICIA DE LA DIRECCION DE SEGURIDAD PUBLICA
32018,2,NA,NO APLICA
32019,2,NA,NO APLICA
32020,1,2014,COMISION DE HONOR Y JUSTICIA
32021,2,NA,NO APLICA
32022,3,NA,NO APLICA
32023,2,NA,NO APLICA
32024,2,NA,NO APLICA
32025,3,NA,NO APLICA
32026,2,NA,NO APLICA
32027,2,NA,NO APLICA
32028,2,NA,NO APLICA
32029,2,NA,NO APLICA
32030,2,NA,NO APLICA
32031,3,NA,NO APLICA
32032,1,2021,CONSEJO DE HONOR Y JUSTICIA
32033,3,NA,NO APLICA
32034,9,NSS,NO IDENTIFICADO
32035,3,NA,NO APLICA
32036,2,NA,NO APLICA
32037,2,NA,NO APLICA
32038,1,2022,HONOR Y JUSTICIA
32039,1,2018,COMISION DE HONOR Y JUSTICIA
32040,3,NA,NO APLICA
32041,2,NA,NO APLICA
32042,1,2022,COMISION DE HONOR Y JUSTICIA
32043,1,2021,COMISION DE HONOR Y JUSTICIA DE SUSTICACAN
32044,2,NA,NO APLICA
32045,2,NA,NO APLICA
32046,3,NA,NO APLICA
32047,2,NA,NO APLICA
32048,3,NA,NO APLICA
32049,3,NA,NO APLICA
32050,2,NA,NO APLICA
32051,2,NA,NO APLICA
32052,3,NA,NO APLICA
32053,3,NA,NO APLICA
32054,2,NA,NO APLICA
32055,1,2022,COMISION DE HONOR Y JUSTICIA
32056,1,2022,COMISION DE HONOR Y JUSTICIA
32057,3,NA,NO APLICA
32058,2,NA,NO APLICA
