ubicageo_f,numeral,nombre1,rnsnni1,coedsett,coedse1,coedse2,coedse3,coedses1,coedse4,coedse5,coedse6,coedses2,coedse8,coedse9,coedse10,coedse11,coedses3,coedse12,coedse13,coedse14,coedsens,coedse16,coedse18,mymenitt,mymeni1,mymeni2,mymeni3,mymenint,mymenis1,mymeni4,mymeni5,mymeni6,mymeni7,mymenis2,mymeni8,mymeni9,mymeni10,mymeni11,mymenis3,mymeni12,mymeni13,mymeni14,mymenins,mymeni16,mymeni17
23011,2,DELEGACION LEONA VICARIO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
24001,1,SEGURIDAD PUBLICA,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,,,,60,60,0,0,,60,60,0,0,,0,0,0,0,,0,0,0,0,,,
24002,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,1,1,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,,,2,2,0,0,,1,1,0,0,,1,1,0,0,,0,0,0,0,,,
24003,1,DIRECCION DE SEGURIDAD PUBICA Y TRANSITO MUNICIPAL,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,,,,275,266,9,0,,266,260,6,0,,9,6,3,0,,0,0,0,0,,,
24004,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
24005,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,110,110,0,0,,100,100,0,0,,10,10,0,0,,0,0,0,0,,,
24006,1,COMANDANCIA MUNICIPAL,1,1,1,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,,,58,53,5,0,,57,52,5,0,,1,1,0,0,,0,0,0,0,,,
24006,2,SUBCOMANDANCIA,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
24007,1,DIRECCION GENERAL DE SEGURIDAD PUBLICA MUNICIPAL,1,6,6,0,0,0,0,0,0,0,0,0,0,,6,6,0,0,,,,80,80,0,0,,80,80,0,0,,0,0,0,0,,0,0,0,0,,,
24008,1,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,82,82,0,0,,80,80,0,0,,2,2,0,0,,0,0,0,0,,,
24009,1,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
24010,1,BARANDILLA MUNICIPAL,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,2,2,0,0,,1,1,0,0,,1,1,0,0,,0,0,0,0,,,
24011,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,6,4,2,0,4,3,1,0,2,1,1,0,,0,0,0,0,,,,1058,706,352,0,,813,568,245,0,,245,138,107,0,,0,0,0,0,,,
24012,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,40,40,0,0,,39,39,0,0,,1,1,0,0,,0,0,0,0,,,
24013,1,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,5,5,0,0,4,4,0,0,1,1,0,0,,0,0,0,0,,,,1849,1849,0,0,,1779,1779,0,0,,70,70,0,0,,0,0,0,0,,,
24014,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,1,1,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,,,224,213,11,0,,215,205,10,0,,9,8,1,0,,0,0,0,0,,,
24015,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL Y VIALIDAD,1,4,4,0,0,3,3,0,0,1,1,0,0,,0,0,0,0,,,,41,41,0,0,,39,39,0,0,,2,2,0,0,,0,0,0,0,,,
24016,1,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,1,1,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,,,114,114,0,0,,114,114,0,0,,0,0,0,0,,0,0,0,0,,,
24017,1,DIRECCION DE SEGURIDAD PUBLICA,1,1,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,1,,,,13,13,0,0,,13,13,0,0,,0,0,0,0,,0,0,0,0,,,
24018,1,SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,1,1,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,,,193,193,0,0,,187,187,0,0,,6,6,0,0,,0,0,0,0,,,
24018,2,SEGURIDAD PUBLICA BASE HUEHUETLAN,1,1,1,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,,,25,25,0,0,,25,25,0,0,,0,0,0,0,,0,0,0,0,,,
24019,1,COMANDANCIA MUNICIPAL,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
24020,1,DIRECCION GENERAL DE SEGURIDAD PUBLICA,1,4,4,0,0,3,3,0,0,1,1,0,0,,0,0,0,0,,,,2882,2514,368,0,,2665,2307,358,0,,217,207,10,0,,0,0,0,0,,,
24021,1,COMANDANCIA CENTRAL,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,,,,17,17,0,0,,16,16,0,0,,1,1,0,0,,0,0,0,0,,,
24022,1,COMANDANCIA,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,33,33,0,0,,33,33,0,0,,0,0,0,0,,0,0,0,0,,,
24023,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,141,140,1,0,,136,135,1,0,,5,5,0,0,,0,0,0,0,,,
24024,1,DIRECCION GENERAL DE SEGURIDAD PUBLICA MUNICIPAL,1,12,10,2,0,7,6,1,0,5,4,1,0,,0,0,0,0,,,,1076,1076,0,0,,1047,1047,0,0,,29,29,0,0,,0,0,0,0,,,
24025,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,925,822,103,0,,889,798,91,0,,36,24,12,0,,0,0,0,0,,,
24026,1,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL SAN ANTONIO,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,198,192,6,0,,195,190,5,0,,3,2,1,0,,0,0,0,0,,,
24027,1,SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,,,,86,86,0,0,,80,80,0,0,,6,6,0,0,,0,0,0,0,,,
24028,1,SUBCOMANDANCIA REGIONAL CENTRO,1,8,8,0,0,8,8,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
24028,2,SUBCOMANCANCIA REGIONAL NORTE,1,8,8,0,0,8,8,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
24028,3,SUBCOMANDANCIA REGIONAL SUR,1,8,8,0,0,8,8,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
24028,4,SUBCOMANDANCIA REGIONAL ORIENTE,1,8,8,0,0,8,8,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
24028,5,SUBCOMANDANCIA REGIONAL PONIENTE,1,13,13,0,0,7,7,0,0,6,6,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
24028,6,COMANDANCIA CENTRAL,1,8,8,0,0,7,7,0,0,1,1,0,0,,0,0,0,0,,,,4575,4575,0,0,,4575,4575,0,0,,0,0,0,0,,0,0,0,0,,,
24029,1,SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,3,3,0,0,1,1,0,0,1,1,0,0,,1,1,0,0,,,,65,65,0,0,,64,64,0,0,,1,1,0,0,,0,0,0,0,,,
24030,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
24031,1,DIRECCION DE SEGURIDAD PUBLICA,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
24032,1,COMANDANCIA MUNICIPAL,1,1,1,0,0,1,1,0,0,0,0,0,0,,0,0,0,0,,,,143,143,0,0,,143,143,0,0,,0,0,0,0,,0,0,0,0,,,
24033,1,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
24034,1,COMANDANCIA DE DIRECCION SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,1,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,1,,,,7,7,0,0,,5,5,0,0,,2,2,0,0,,0,0,0,0,,,
24035,1,DIRECCION GENERAL DE SEGURIDAD PUBLICA MUNICIPAL COMANDANCIA CENTRAL ACROPOLIS,1,11,9,2,0,6,5,1,0,5,4,1,0,,0,0,0,0,,,,6689,5123,1566,0,,5830,4580,1250,0,,859,543,316,0,,0,0,0,0,,,
24036,1,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,244,242,2,0,,240,238,2,0,,4,4,0,0,,0,0,0,0,,,
24037,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,11,11,0,0,9,9,0,0,2,2,0,0,,0,0,0,0,,,,525,525,0,0,,499,499,0,0,,26,26,0,0,,0,0,0,0,,,
24038,1,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,42,42,0,0,,42,42,0,0,,0,0,0,0,,0,0,0,0,,,
24039,1,COMANDANCIA DE TAMPAMOLON CORONA,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,97,97,0,0,,96,96,0,0,,1,1,0,0,,0,0,0,0,,,
24040,1,DIRECCION GENERAL DE POLICIA Y TRANSITO MUNICIPAL,1,3,3,0,0,2,2,0,0,1,1,0,0,,0,0,0,0,,,,279,272,7,0,,272,267,5,0,,7,5,2,0,,0,0,0,0,,,
24041,1,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,32,32,0,0,,32,32,0,0,,0,0,0,0,,0,0,0,0,,,
24042,1,COMANDANCIA MUNICIPAL,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,,,,58,58,0,0,,58,58,0,0,,0,0,0,0,,0,0,0,0,,,
24043,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,38,38,0,0,,38,38,0,0,,0,0,0,0,,0,0,0,0,,,
24044,1,DIRECCION GENERAL DE SEGURIDAD PUBLICA MUNICIPAL,1,4,4,0,0,0,0,0,0,0,0,0,0,,4,4,0,0,,,,18,18,0,0,,13,13,0,0,,5,5,0,0,,0,0,0,0,,,
24045,1,COMANDANCIA DE SEGURIDAD PUBLICA MUNICIPAL,1,1,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,1,,,,43,43,0,0,,43,43,0,0,,0,0,0,0,,0,0,0,0,,,
24046,1,COMANDANCIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,3,3,0,0,0,0,0,0,0,0,0,0,,3,3,0,0,,,,2,2,0,0,,2,2,0,0,,0,0,0,0,,0,0,0,0,,,
24047,1,COMANDANCIA MUNICIPAL,1,2,0,0,2,1,0,0,1,1,0,0,1,,0,0,0,0,,,,17,17,0,0,,17,17,0,0,,0,0,0,0,,0,0,0,0,,,
24048,1,DIRECCION GENERAL DE SEGURIDAD PUBLICA MUNICIPAL,1,2,0,0,2,0,0,0,0,0,0,0,0,,2,0,0,2,,,,206,186,20,0,,166,155,11,0,,40,31,9,0,,0,0,0,0,,,
24049,1,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,,,,52,52,0,0,,52,52,0,0,,0,0,0,0,,0,0,0,0,,,
24050,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,4,4,0,0,,4,4,0,0,,0,0,0,0,,0,0,0,0,,,
24051,1,COMANDANCIA MUNICIPAL,1,3,3,0,0,0,0,0,0,2,2,0,0,,1,1,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
24052,1,SEGURIDAD PUBLICA,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
24053,1,COMANDANCIA AXTLA,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,479,478,1,0,,466,465,1,0,,13,13,0,0,,0,0,0,0,,,
24054,1,COMANDANCIA,1,2,0,0,2,1,0,0,1,1,0,0,1,,0,0,0,0,,,,624,624,0,0,,622,622,0,0,,2,2,0,0,,0,0,0,0,,,
24055,1,SEGURIDAD PUBLICA MUNICIPAL,1,2,0,0,2,0,0,0,0,0,0,0,0,,2,0,0,2,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
24056,1,DIRECCION GENERAL DE SEGURIDAD PUBLICA MUNICIPAL,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,101,101,0,0,,98,98,0,0,,3,3,0,0,,0,0,0,0,,,
24057,1,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,,,,53,53,0,0,,48,48,0,0,,5,5,0,0,,0,0,0,0,,,
24058,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,1,1,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,,,55,55,0,0,,30,30,0,0,,25,25,0,0,,0,0,0,0,,,
25001,1,VILLA DE AHOME,1,1,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,1,,,,4708,4344,364,0,,4549,4195,354,0,,159,149,10,0,,0,0,0,0,,,
25001,2,HIGUERAS DE ZARAGOZA,1,1,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,1,,,,375,358,17,0,,363,346,17,0,,12,12,0,0,,0,0,0,0,,,
25001,3,GUSTAVO DIAZ ORDAZ,1,1,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,1,,,,277,267,10,0,,269,259,10,0,,8,8,0,0,,0,0,0,0,,,
25001,4,HERIBERTO VALDEZ ROMERO,1,1,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,1,,,,292,274,18,0,,280,262,18,0,,12,12,0,0,,0,0,0,0,,,
25001,5,SAN MIGUEL ZAPOTITLAN,1,1,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,1,,,,114,105,9,0,,113,104,9,0,,1,1,0,0,,0,0,0,0,,,
25001,6,TOPOLOBAMPO,1,1,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,1,,,,20,19,1,0,,19,18,1,0,,1,1,0,0,,0,0,0,0,,,
25001,7,CENTRAL MOCHIS,1,1,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,1,,,,247,246,1,0,,242,241,1,0,,5,5,0,0,,0,0,0,0,,,
25001,8,JUAN JOSE RIOS,1,1,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,1,,,,102,94,8,0,,100,92,8,0,,2,2,0,0,,0,0,0,0,,,
25001,9,SECRETARIA DE SEGURIDAD PUBLICA Y PROTECCION CIUDADANA DEL MUNICIPIO DE AHOME,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
25002,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL DEL MUNICIPIO DE ANGOSTURA,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,65,65,0,0,,63,63,0,0,,2,2,0,0,,0,0,0,0,,,
25002,2,SINDICATURA ALHUEY,1,1,1,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
25002,3,SINDICATURA LA ILAMA,1,1,1,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
25002,4,SINDICATURA GUSTAVO DIAZ ORDAZ,1,1,1,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
25002,5,SINDICATURA COSTA AZUL,1,1,1,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
25002,6,SINDICATURA LEOPOLDO SANCHEZ CELIS,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
25002,7,SINDICATURA LA REFORMA,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
25002,8,SINDICATURA COLONIA AGRICOLA MEXICO,1,1,1,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
25002,9,SINDICATURA COLONIA AGRICOLA INDEPENDENCIA,1,1,1,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
25003,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,7,7,0,0,5,5,0,0,2,2,0,0,,0,0,0,0,,,,52,51,1,0,,52,51,1,0,,0,0,0,0,,0,0,0,0,,,
25004,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,24,24,0,0,,24,24,0,0,,0,0,0,0,,0,0,0,0,,,
25005,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,1,1,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,,,26,26,0,0,,24,24,0,0,,2,2,0,0,,0,0,0,0,,,
25006,1,COMANDANCIA DEL SECTOR 1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
25006,2,COMANDANCIA DEL SECTOR 2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
25006,3,COMANDANCIA DEL SECTOR 3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
25006,4,COMANDANCIA DEL SECTOR 4,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
25006,5,COMANDANCIA DEL SECTOR 5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
25006,6,COMANDANCIA DE ESCUADRON CICLISTA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
25006,7,COMANDANCIA ESCUADRON MOTORIZADO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
25006,8,COMANDANCIA DE BANDA DE GUERRA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
25006,9,SINDICATURA SAN LORENZO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
25006,10,SINDICATURA TACUICHAMONA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
25006,11,SINDICATURA EL SALADO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
25006,12,SINDICATURA CULIACANCITO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
25006,13,SINDICATURA JESUS MARIA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
25006,14,SINDICATURA HIGUERAS DE ABUYA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
25006,15,SINDICATURA COSTA RICA,1,4,3,0,1,3,2,0,1,1,1,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
25006,16,SINDICATURA SANALONA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
25006,17,SINDICATURA IMALA,1,1,1,0,0,1,1,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
25006,18,SINDICATURA AGUARUTO,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
25006,19,SINDICATURA ELDORADO,1,3,3,0,0,2,2,0,0,1,1,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
25006,20,SINDICATURA BAILA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
25006,21,SINDICATURA LAS TAPIAS,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
25006,22,SINDICATURA EMILIANO ZAPATA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
25006,23,SINDICATURA QUILA,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
25006,24,SINDICATURA EL TAMARINDO,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
25007,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,4,4,0,0,2,2,0,0,2,2,0,0,,0,0,0,0,,,,200,200,0,0,,200,200,0,0,,0,0,0,0,,0,0,0,0,,,
25008,1,SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,274,264,10,0,,269,260,9,0,,5,4,1,0,,0,0,0,0,,,
25009,1,BASE CENTRAL,1,4,4,0,0,3,3,0,0,1,1,0,0,,0,0,0,0,,,,721,682,39,0,,643,643,0,0,,78,39,39,0,,0,0,0,0,,,
25009,2,BASE LA CONCHA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
25009,3,PALMILLA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
25009,4,TECUALILLA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
25009,5,ISLA DEL BOSQUE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
25009,6,TEACAPAN,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
25009,7,PAREDONES,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
