ubicageo_f,numeral,nombre1,rnsnni1,comint1,comint2
16002,1,COMANDANCIA MUNICIPAL,1,2,2
16003,1,SEGURIDAD PUBLICA ALVARO OBREGON,1,3,1
16004,1,SEGURIDAD PUBLICA,1,2,2
16005,1,NO APLICA,0,NA,NA
16006,1,SECRETARIA DE SEGURIDAD PUBLICA,1,13,10
16007,1,NO APLICA,0,NA,NA
16008,1,NO APLICA,0,NA,NA
16009,1,DIRECCION DE SEGURIDAD PUBLICA,1,3,3
16010,1,NO APLICA,0,NA,NA
16011,1,DIRECCION DE SEGURIDAD PUBLICA,1,1,1
16012,1,DIRECCION DE SEGURIDAD PUBLICA,1,1,1
16013,1,COMANDANCIA MUNICIPAL CARACUARO,1,1,1
16014,1,DIRECCION DE SEGURIDAD PUBLICA,1,1,1
16015,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,2,2
16016,1,COMANDANCIA COENEO,1,1,1
16017,1,DIRECCION DE SEGURIDAD PUBLICA,1,1,1
16018,1,COMANDANCIA,1,4,4
16019,1,COMANDANCIA COTIJA,1,3,3
16020,1,COMANDANCIA SEGURIDAD PUBLICA,1,2,2
16021,1,BASE 1 CUARTEL DE POLICIA,1,1,1
16022,1,COMANDANCIA CHARO,1,3,3
16023,1,DIRECCION DE SEGURIDAD PUBLICA,1,2,2
16024,1,NO APLICA,0,NA,NA
16025,1,SEGURIDAD PUBLICA,1,2,2
16026,1,COMANDANCIA MUNICIPAL,1,1,1
16027,1,POLICIA MUNICIPAL,1,1,1
16028,1,DIRECCION DE SEGURIDAD PUBLICA DE CHURINTZIO,1,1,1
16029,1,COMANDANCIA MUNICIPAL,1,1,1
16030,1,COMANDANCIA DE SEGURIDAD PUBLICA,1,1,1
16031,1,SEGURIDAD PUBLICA,1,2,2
16032,1,SEGURIDAD PUBLICA MUNICIPAL ERONGARICUARO,1,2,2
16033,1,BARANDILLA,1,1,1
16034,1,NO APLICA,0,NA,NA
16035,1,OFICINA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,2,2
16036,1,DIRECCION DE SEGURIDAD PUBLICA,1,3,3
16037,1,SEGURIDAD PUBLICA MUNICIPAL HUANIQUEO,1,2,2
16038,1,COMANDANCIA DE SEGURIDAD PUBLICA DE HUETAMO,1,9,9
16039,1,SEGURIDAD PUBLICA HUIRAMBA,1,1,1
16040,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL DE INDAPARAPEO,1,2,2
16041,1,NO APLICA,0,NA,NA
16042,1,SEGURIDAD PUBLICA MUNICIPAL,1,1,1
16043,1,OFICINAS DE SEGURIDAD PUBLICA DE JACONA,1,8,8
16044,1,SEGURIDAD PUBLICA MUNICIPAL,1,3,2
16045,1,DIRECCION DE SEGURIDAD PUBLICA,1,2,2
16046,1,DIRECCION DE SEGURIDAD PUBLICA TRANSITO Y VIALIDAD,1,2,2
16047,1,SEGURIDAD PUBLICA,1,2,2
16048,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL GUARDIA CIVIL,1,1,1
16049,1,DIRECCION DE SEGURIDAD Y PROTECCION CIUDADANA,1,2,2
16049,2,DIRECCION DE SEGURIDAD Y PROTECCION CIUDADANA AREA BARANDILLA,2,NA,NA
16050,1,NO APLICA,0,NA,NA
16051,1,NO DISPONIBLE,98,ND,ND
16052,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,19,19
16053,1,CENTRO DE ATENCION A VICTIMAS CENTRO,1,1,1
16053,2,COMISION MUNICIPAL DE SEGURIDAD CIUDADANA,1,1,1
16054,1,COMANDANCIA MUNICIPAL DE MORELOS,1,1,1
16055,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,2,2
16056,1,SEGURIDAD PUBLICA,1,1,1
16057,1,DIRECCION DE SEGURIDAD PUBLICA NOCUPETARO,1,1,1
16058,1,COMANDANCIA DE POLICIA MUNICIPAL DE NUEVO PARANGARICUTIRO,1,1,1
16059,1,DIRECCION DE SEGURIDAD PUBLICA,1,1,1
16060,1,SEGURIDAD PUBLICA,1,2,2
16061,1,DEPARTAMENTO DE SEGURIDAD PUBLICA MUNICIPAL OCAMPO MICHOACAN,1,1,1
16062,1,SEGURIDAD PUBLICA MUNICIPAL,1,2,2
16063,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,1,1
16064,1,NO APLICA,0,NA,NA
16065,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,2,2
16066,1,DIRECCION DE SEGURIDAD PUBLICA,1,7,7
16067,1,COMANDANCIA MUNICIPAL,1,2,2
16068,1,DIRECCION DE SEGURIDAD PUBLICA TRANSITO Y MOVILIDAD,1,2,2
16069,1,SEGURIDAD PUBLICA MUNICIPAL,1,14,14
16070,1,COMANDANCIA DE POLICIA MUNICIPAL,1,2,2
16071,1,DIRECCION DE SEGURIDAD PUBLICA TRANSITO Y VIALIDAD MUNICIPAL,1,2,2
16072,1,COMANDANCIA,1,1,1
16073,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,5,5
16074,1,DIRECCION DE SEGURIDAD PUBLICA COJUMATLAN,1,1,1
16075,1,DIRECCION DE SEGURIDAD PUBLICA,1,5,5
16076,1,DIRECCION DE SEGURIDAD PUBLICA,1,5,5
16077,1,COMANDANCIA SAN LUCAS,1,1,1
16077,2,COMANDANCIA RIVA PALACIO,1,1,1
16078,1,DIRECCION DE SEGURIDAD PUBLICA TRANSITO Y PROTECCION CIVIL MUNICIPAL,1,3,3
16079,1,BASE DE GUARDIA CIVIL,1,4,4
16079,2,DESTACAMENTO OPOPEO,2,NA,NA
16080,1,DIRECCION DE SEGURIDAD PUBLICA,1,2,2
16081,1,SEGURIDAD PUBLICA,1,1,1
16082,1,BARANDILLA,1,2,2
16083,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,8,8
16084,1,DIRECCION DE SEGURIDAD PUBLICA,1,2,2
16085,1,DIRECCION DE SEGURIDADPUBLICA MUNICIPAL TANGANCICUARO,1,4,4
16086,1,COMANDANCIA,1,1,1
16087,1,BARANDILLA,1,1,1
16088,1,DIRECCION DE SEGURIDAD PUBLICA,1,14,14
16088,2,CENTRO DE RETENCION TEMPORAL,1,10,10
16089,1,COMANDANCIA MUNICIPAL DE TEPALCATEPEC,1,4,4
16090,1,DIRECCION DE SEGURIDAD PUBLICA,1,1,1
16091,1,DEPARTAMENTO DE SEGURIDAD PUBLICA,1,3,3
16092,1,NO APLICA,0,NA,NA
16093,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,1,1
16094,1,DIRECCION DE SEGURIDAD PUBLICA DEL MUNICIPIO DE TLAZAZALCA,1,1,1
16095,1,COMANDANCIA TOCUMBO,1,2,1
16096,1,COMANDANCIA MUNICIPAL DE TUMBISCATIO,1,1,1
16097,1,COMANDANCIA MUNICIPAL,1,2,2
16098,1,NO APLICA,0,NA,NA
16099,1,SEGURIDAD PUBLICA DEL MUNICIPIO DE TUZANTLA,1,1,1
16100,1,DIRECCION DE SEGURIDAD PUBLICA,1,3,3
16101,1,SEGURIDAD PUBLICA DE TZITZIO MICHOACAN,1,3,3
16102,1,SECRETARIA DE SEGURIDAD PUBLICA,1,4,4
16103,1,SEGURIDAD PUBLICA,1,1,1
16104,1,DIRECCION DE SEGURIDAD PUBLICA,1,2,2
16105,1,SEGURIDAD PUBLICA VISTA HERMOSA,1,2,2
16106,1,DIRECCION DE SEGURIDAD CIUDADANA,1,2,2
16107,1,COMANDANCIA DE POLICIA MUNICIPAL,1,5,5
16108,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,30,30
16109,1,COMANDANCIA SEGURIDAD PUBLICA MUNICIPAL,1,1,1
16110,1,COMANDANCIA DE SEGURIDAD PUBLICA,1,3,3
16111,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,2,2
16112,1,SECRETARIA DE SEGURIDAD PUBLICA MUNICIPAL,1,13,13
16113,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,1,1
17001,1,COMANDANCIA AMACUZAC,1,4,4
17002,1,DIRECCION GENERAL,1,6,6
17002,2,MODULO CENTRO,2,NA,NA
17002,3,MODULO NORTE,2,NA,NA
17002,4,MODULO FINCAS,2,NA,NA
17003,1,JEFATURA DE COMANDANCIA DE AXOCHIAPAN,1,3,3
17004,1,SECRETARIA DE SEGURIDAD PUBLICA TRANSITO Y VIALIDAD MUNICIPAL,1,10,10
17005,1,DIRECCION DE SEGURIDAD PUBLICA,1,1,1
17006,1,SECRETARIA,1,45,25
17007,1,BASE BUENA VISTA,1,72,72
17007,2,MANDO DE OPERACIONES ESPECIALES ALTA VISTA,1,1,1
17007,3,MANDO DE OPERACIONES ESPECIALES URV,2,NA,NA
17007,4,MANDO DE OPERACIONES ESPECIALES CUAUHTEMOC,2,NA,NA
17007,5,MANDO DE OPERACIONES ESPECIALESCIUDAD CHAPULTEPEC,1,1,1
17007,6,MANDO DE OPERACIONES ESPECIALES PATIOS DE LA ESTACION,1,1,1
17007,7,MANDO DE OPERACIONES ESPECIALESMELCHOR OCAMPO,1,1,1
17007,8,MANDO DE OPERACIONES ESPECIALES ABEL QUEZADA,2,NA,NA
17007,9,MANDO DE OPERACIONES ESPECIALES INTERNADO PALMIRA,1,1,1
17007,10,BASE CALVARIO,1,2,2
17007,11,MANDO DE OPERACIONES ESPECIALESSIQUEIROS,1,1,1
17007,12,MANDO DE OPERACIONES ESPECIALES CICLOPISTA,2,NA,NA
17007,13,MANDO DE OPERACIONES ESPECIALES RANCHO CORTES,2,NA,NA
17007,14,JUEZ CIVICO,1,1,1
17008,1,COMANDANCIA MANDO UNICO EMILIANO ZAPATA,1,6,6
17009,1,COMANDANCIA HUITZILAC,1,1,1
17010,1,COMANDANCIA JANTETELCO,1,3,3
17011,1,COMANDANCIA JIUTEPEC,1,29,29
17012,1,DIRECCION DE SEGURIDAD PUBLICA Y POLICIA VIAL,1,12,12
17013,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL DE JONACATEPEC,1,2,2
17014,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO DE MAZATEPEC,1,1,1
17015,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL DE MIACATLAN MORELOS,1,1,1
17016,1,POLICIA MUNICIPAL DE OCUITUCO,1,1,1
17017,1,SEGURIDAD PUBLICA,1,3,3
17018,1,SECRETARIA EJECUTIVA ADMINISTRATIVA Y DE PROTECCION CIUDADANA,1,35,35
17019,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL DE TEPALCINGO MORELOS,1,3,3
17020,1,JEFATURA DE COMANDANCIA DE TEPOZTLAN,1,10,10
17021,1,TORRE 1,2,NA,NA
17021,2,TORRE 2,1,1,1
17022,1,COMANDANCIA,1,1,1
17022,2,DIRECCION,1,1,1
17023,1,COMANDANCIA DE SEGURIDAD PUBLICA DE TLALNEPANTLA MORELOS,1,2,2
17024,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL DE TLALTIZAPAN DE ZAPATA,1,5,5
17025,1,BASE CANTORA,1,6,6
17026,1,COMANDANCIA TLAYACAPAN,1,1,1
17027,1,JEFATURA DE COMANDANCIA TOTOLAPAN,1,2,2
17028,1,BASE VILLAS,1,11,11
17029,1,SECRETARIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,7,7
17030,1,SECRETARIA DE SEGURIDAD PUBLICA TRANSITO Y PROTECCION CIVIL,1,7,7
17031,1,NO APLICA,0,NA,NA
17032,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL ZACUALPAN DE AMILPAS,1,2,2
17033,1,COMANDANCIA MUNICIPAL DE TEMOAC,1,3,3
17034,1,SEGURIDAD PUBLICA,1,2,2
17035,1,NO APLICA,0,NA,NA
17036,1,NO APLICA,0,NA,NA
18001,1,DIRECCION GENERAL DE SEGURIDAD Y PROTECCION CIUDADANA,1,4,4
18002,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,4,4
18003,1,SEGURIDAD PUBLICA MUNICIPAL,1,3,3
18004,1,DIRECCION COMPOSTELA,1,8,8
18004,2,COMANDANCIA LAS VARAS,1,1,1
18004,3,COMANDANCIA ZACUALPAN,1,1,1
18004,4,COMANDANCIA PEÑITA DE JALTEMBA,1,1,1
18005,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,3,3
18006,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,6,6
18007,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,1,1
18008,1,DIRECCION DE SEGURIDAD PUBLICA TRANSITO Y PROTECCION CIVIL DE XALISCO NAYARIT,1,3,3
18009,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,3,2
18010,1,DIRECCION DE SEGURIDAD PUBLICA,1,1,1
18011,1,DIRECCION GENERAL DE SEGURIDAD PUBLICA DE RUIZ NAYARIT,1,3,3
18012,1,COMANDANCIA MUNICIPAL DE SAN BLAS NAYARIT,1,1,1
18013,1,DIRECCION DE SEGURIDAD PUBLICA,1,3,3
18014,1,BASE CENTRAL SANTA MARIA DEL ORO NAYARIT,1,5,5
18015,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,8,4
18015,2,COMANDANCIA DE VILLA HIDALGO,1,1,0
18016,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL DE TECUALA NAYARIT,1,4,4
18017,1,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y VIALIDAD,1,47,47
18018,1,DIRECCION DE SEGURIDAD PUBLICA DE TUXPAN NAYARIT,1,5,5
18019,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL PUENTE DE CAMOTLAN,1,1,1
18019,2,COMANDANCIA DE HUAJIMIC,2,NA,NA
18019,3,COMANDANCIA LA YESCA,2,NA,NA
18020,1,COMANDANCIA DE SEGURIDAD PUBLICA,1,36,32
19001,1,NO APLICA,0,NA,NA
19002,1,NO APLICA,0,NA,NA
19003,1,SECRETARIA DE SEGURIDAD PUBLICA,1,1,1
19004,1,COMANDANCIA,1,5,5
19005,1,SECRETARIA DE SEGURIDAD PUBLICA MUNICIPAL,1,2,1
19006,1,CENTRO DE JUSTICIA PRADOS DE LA CIENEGUITA,1,7,7
19006,2,DELEGACION PUEBLO NUEVO,1,2,2
19006,3,DELEGACION MARGARITAS,1,2,2
19006,4,DELEGACION NORIA NORTE,1,1,1
19006,5,DELEGACION MIXCOAC,1,1,1
19006,6,DELEGACION MEZQUITAL,1,1,1
19006,7,DELEGACION PALMAS,1,3,3
19006,8,SUBESTACION JARDINES DE MONTERREY,2,NA,NA
19006,9,SUBESTACION JARDINES DE MONTERREY II,2,NA,NA
19006,10,SUBESTACION FUNDADORES,2,NA,NA
19006,11,SUBESTACION EBANOS NORTE,2,NA,NA
19006,12,SUBESTACION VALLES DE LAS FLORES,2,NA,NA
19006,13,SUBESTACION SAN MIGUEL,2,NA,NA
19006,14,SUBESTACION VILLAS DE SAN CARLOS,2,NA,NA
19006,15,SUBESTACION GOLONDRINAS,2,NA,NA
19006,16,SUBESTACION HUINALA,2,NA,NA
19006,17,SUBESTACION SANTA ROSA,2,NA,NA
19006,18,SUBESTACION AGUA FRIA,2,NA,NA
19006,19,SUBESTACION CIUDAD NATURA,2,NA,NA
19006,20,SUBESTACION PORTAL DE SANTA ROSA,2,NA,NA
19006,21,SUBESTACION NUEVO AMANECER,2,NA,NA
19006,22,SUBESTACION NUEVO AMANECER II,2,NA,NA
19006,23,SUBESTACION LA ENRAMADA,2,NA,NA
19006,24,SUBESTACION PRADERAS DE LA ENRAMADA,2,NA,NA
19006,25,DELEGACION COMERCIAL SUPERVISION,1,4,4
19007,1,SEGURIDAD PUBLICA ARAMBERRI,1,2,2
19007,2,SEGURIDAD PUBLICA LA ASCENSION ARAMBERRI,2,NA,NA
19007,3,SEGURIDAD PUBLICA SANDIA EL GRANDEARAMBERRI,2,NA,NA
19008,1,COMANDANCIA MUNICIPAL,1,1,1
19008,2,CUARTEL DE FUERZA CIVIL,9,NSS,NSS
19009,1,SSPYV,1,44,44
19010,1,COMANDANCIA CENTRAL,1,19,10
19010,2,COMANDANCIA PRADOS,1,10,10
19010,3,COMANDANCIA ALIANZA,1,4,4
19011,1,SECRETARIA DE SEGURIDAD PUBLICA Y VIALIDAD,1,2,2
19012,1,POLICIA Y TRANSITO,1,1,0
19013,1,DIRECCION DE SEGURIDAD PUBLICA TRANSITO Y VIALIDAD,1,1,1
19014,1,SECRETARIA DE SEGUIRDAD PUBLICA MUNICIPAL,1,2,2
19014,2,DELEGACION LOS MEDINA,2,NA,NA
19015,1,NO APLICA,0,NA,NA
19016,1,DIRECCION DE POLICIA Y TRANSITO,1,2,2
19017,1,SEGURIDAD PUBLICA GALEANA,1,1,1
19017,2,SEGURIDAD PUBLICA SAN RAFAEL SAN RAFAEL,1,2,0
19017,3,SEGURIDAD PUBLICA POTOSI EL POTOSI,2,NA,NA
19017,4,SEGURIDAD PUBLICA CIENEGA DEL TORO,2,NA,NA
19017,5,SEGURIDAD PUBLICA SAN JOSE DE RAICES,2,NA,NA
19018,1,INSTITUCION DE POLICIA PREVENTIVA MUNICIPAL DE GARCIA,1,116,116
19019,1,CENTRO DE COMANDO,1,95,95
19019,2,CENTRO DE CONTROL COMANDO COMUNICACIONES E INTELIGENCIA,1,67,47
19019,3,DARE,1,3,3
19019,4,ALCALDIA PONIENTE,1,1,1
19020,1,SECRETARIA DE SEGURIDAD PUBLICA,1,1,1
19021,1,NO APLICA,0,NA,NA
19022,1,SECRETARIA DE SEGURIDAD PUBLICA VIALIDAD Y TRANSITO,1,2,2
19023,1,NO APLICA,0,NA,NA
19024,1,GENERAL ZARAGOZA,1,2,2
19025,1,SECRETARIA MUNICIPAL POLICIA Y TRANSITO DE ZUAZUA,1,11,1
19026,1,SECRETARIA DE SEGURIDAD,1,165,165
19026,2,ZONA 1,1,3,3
19026,3,ZONA 2,1,4,4
19026,4,ZONA 3,1,5,5
19026,5,ZONA 6,1,3,3
19027,1,SSPTYV MPAL,1,5,5
19028,1,POLICIA Y TRANSITO HIGUERAS,1,1,1
19029,1,SECRETARIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,5,4
19030,1,SECRETARIA DE DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,2,2
19031,1,SECRETARIA DE SEGURIDAD PUBLICA VIALIDAD Y TRANSITO,1,40,39
19031,2,SUB DELEGACION DE SEGURIDAD PUBLICA Y PROTECCION CIVIL,1,4,4
19032,1,COMANDANCIA DE SEGURIDAD PUBLICA,1,2,2
19033,1,DIRECCION DE SEGURIDAD PUBLICA TRANSITO Y VIALIDAD,1,21,21
19034,1,COMANDANCIA DE SEGURIDAD PUBLICA MUNICIPAL,1,2,2
19035,1,SECRETARIA DE SEGURIDAD PUBLICA MUNICIPAL,1,1,1
19036,1,SECRETARIA DE SEGURIDAD PUBLICA,1,2,2
19036,2,BASE OPERATIVA DOLORES,2,NA,NA
19037,1,SECRETARIA DE SEGURIDAD PUBLICA,1,2,2
19038,1,SECRETARIA DE SEGURIDAD PUBLICA TRANSITO Y VIALIDAD,1,4,4
19039,1,ALAMEY,1,150,150
19039,2,TRANSITO,1,90,90
19039,3,ORIENTE,1,10,10
19039,4,SUR,2,NA,NA
19039,5,ESPAÑA,2,NA,NA
19039,6,PROTECCION CIVIL,1,15,15
19039,7,ACADEMIA,1,50,50
19039,8,UAVI NORTE,1,8,8
19039,9,UAVI PROVILEON,1,6,6
19040,1,NO APLICA,0,NA,NA
19041,1,NO APLICA,0,NA,NA
19042,1,SECRETARIA DE SEGURIDAD PUBLICA VIALIDAD Y TRANSITO LOS RAMONES,1,2,2
19043,1,NO APLICA,0,NA,NA
19044,1,SECRETARIA DE SEGURIDAD PUBLICA TRANSITO Y VIALIDAD,1,10,10
19045,1,SECRETARIA DE SEGURIDAD PUBLICA VIALIDAD Y TRANSITO,1,8,8
19046,1,CIUDAD SEGURIDAD,1,70,70
19046,2,DELEGACION ORIENTE,1,2,2
19046,3,DELEGACION PONIENTE,1,2,2
19047,1,SECRETARIA DE SEGURIDAD PUBLICA MUNICIPAL,1,4,4
19048,1,SECRETARIA DE SEGURIDAD PUBLICA Y VIALIDAD,1,45,45
19049,1,COMANDANCIA SANTIAGO,1,1,1
19049,2,ESTACION CIENEGA,1,1,1
19050,1,NO APLICA,0,NA,NA
19051,1,SECRETARIA DE SEGURIDAD PUBLICA,1,3,3
20001,1,COMANDANCIA MUNICIPAL,2,NA,NA
20002,1,COMANDANCIA DE POLICIA DE ACATLAN DE PEREZ FIGUEROA,1,1,1
20003,1,COMANDANCIA MUNICIPAL ASUNCION CACALOTEPEC,2,NA,NA
20004,1,COMANDANCIA MUNICIPAL,2,NA,NA
20005,1,COMANDANCIA DE LA POLICIA MUNICIPAL DE ASUNCION IXTALTEPEC,1,1,1
20006,1,COMANDANCIA DE POLICIA MUNICIPAL,1,3,3
20007,1,COMANDANCIA MUNICIPAL,2,NA,NA
20008,1,NO APLICA,0,NA,NA
20009,1,COMANDANCIA DE LA POLICIA MUNICIPAL,1,1,1
20010,1,COMANDANCIA DE POLICIA MUNICIPAL,1,1,1
20011,1,COMANDANCIA MUNICIPAL,2,NA,NA
20012,1,COMANDANCIA MUNICIPAL,2,NA,NA
20013,1,COMANDANCIA MUNICIPAL,1,1,1
20014,1,COMANDANCIA MUNICIPAL CIUDAD IXTEPEC,1,2,2
20015,1,NO APLICA,0,NA,NA
20016,1,COMANDANCIA MUNICIPAL,2,NA,NA
20017,1,NO APLICA,0,NA,NA
20018,1,COMANDANCIA MUNICIPAL,2,NA,NA
20019,1,COMANDANCIA,2,NA,NA
20020,1,COMANDANCIA MUNICIPAL,2,NA,NA
20021,1,COMANDANCIA DE POLICIA DE COSOLAPA,1,1,1
20022,1,COMANDANCIA MUNICIPAL,2,NA,NA
20023,1,EDIFICIO DE SEGURIDAD PUBLICA MUNICIPAL,1,1,1
20024,1,NO APLICA,0,NA,NA
20025,1,COMANDANCIA MUNICIPAL,1,1,1
20026,1,COMANDANCIA DE LA POLICIA,2,NA,NA
20027,1,NO APLICA,0,NA,NA
20028,1,COMANDANCIA DE LA POLICIA MUNICIPAL,1,2,2
20029,1,NO APLICA,0,NA,NA
20030,1,COMANDANCIA MUNICIPAL,1,2,2
20031,1,COMANDANCIA MUNICIPAL DE TAMAZULAPAM DEL ESPIRITU SANTO,2,NA,NA
20032,1,COMANDANCIA MUNICIPAL,2,NA,NA
20033,1,COMANDANCIA DE POLICIA DE GUADALUPE ETLA,1,1,1
20034,1,NO APLICA,0,NA,NA
20035,1,COMANDANCIA MUNICIPAL,2,NA,NA
20036,1,NO APLICA,0,NA,NA
20037,1,COMANDANCIA MUNICIPAL,2,NA,NA
20038,1,NO APLICA,0,NA,NA
20039,1,RADIO CONTROL,1,1,1
20039,2,COMANDANCIA,2,NA,NA
20040,1,COMANDANCIA DEL MUNICIPIO DE HUAUTEPEC,2,NA,NA
20041,1,COMANDANCIA MUNICIPAL,1,1,1
20042,1,COMANDANCIA MUNICIPAL IXTLAN DE JUAREZ,1,1,1
20042,2,COMANDANCIA MUNICIPAL LA JOSEFINA,2,NA,NA
20042,3,COMANDANCIA MUNICIPAL LA LUZ,2,NA,NA
20042,4,COMANDANCIA MUNICIPAL LA PALMA,2,NA,NA
20042,5,COMANDANCIA MUNICIPAL SAN JUAN YAGILA,2,NA,NA
20042,6,COMANDANCIA MUNICIPAL SAN MIGUEL TILTEPEC,2,NA,NA
20042,7,COMANDANCIA MUNICIPAL SANTA CRUZ YAGAVILA,2,NA,NA
20042,8,COMANDANCIA MUNICIPAL SANTA MARIA JOSAA,2,NA,NA
20042,9,COMANDANCIA MUNICIPAL SANTA MARIA YAHUICHE,2,NA,NA
20042,10,COMANDANCIA MUNICIPAL SANTA MARIA ZOOGOCHI,2,NA,NA
20042,11,COMANDANCIA MUNICIPAL SANTIAGO TEOTLAXCO,2,NA,NA
20042,12,COMANDANCIA MUNICIPAL SANTO DOMINGO CACALOTEPEC,2,NA,NA
20042,13,COMANDANCIA MUNICIPAL SAN GASPAR YAGALAXI,2,NA,NA
20043,1,COMISARIA MUNICIPAL,1,1,1
20044,1,COMANDANCIA DE LA POLICIA MUNICIPAL LOMA BONITA,1,1,1
20045,1,COMANDANCIA MUNICIPAL,1,1,1
20046,1,COMANDANCIA DE MAGDALENA JALTEPEC,2,NA,NA
20047,1,NO APLICA,0,NA,NA
20048,1,COMANDANCIA MUNICIPAL,2,NA,NA
20049,1,COMANDANCIA MUNICIPAL DE MAGDALENA OCOTLAN,2,NA,NA
20050,1,COMANDANCIA MAGDALENA PEÑASCO,2,NA,NA
20051,1,COMANDANCIA MUNICIPAL,2,NA,NA
20052,1,COMANDANCIA MUNICIPAL,2,NA,NA
20053,1,COMANDANCIA MUNICIPAL DE MAGDALENA TLACOTEPEC,2,NA,NA
20054,1,COMANDANCIA DE MAGDALENA ZAHUATLAN,2,NA,NA
20055,1,NO APLICA,0,NA,NA
20056,1,DIRECCION DE SEGURIDAD PUBLICA,2,NA,NA
20057,1,COMANDANCIA MUNICIPAL,1,2,2
20058,1,COMANDANCIA DE POLICIA MUNICIPAL,2,NA,NA
20059,1,NO APLICA,0,NA,NA
20060,1,NO APLICA,0,NA,NA
20061,1,NO APLICA,0,NA,NA
20062,1,COMANDANCIA MUNICIPAL,2,NA,NA
20063,1,BASE DE POLICIA DE NAZARENO ETLA,1,1,1
20064,1,COMANDANCIA DE NEJAPA DE MADERO,2,NA,NA
20065,1,COMANDANCIA MUNICIPAL,2,NA,NA
20066,1,COMANDANCIA MUNICIPAL,2,NA,NA
20067,1,BASE CENTRAL DE ABASTOS,1,192,150
20068,1,COMANDANCIA DE POLICIA MUNICIPAL,1,2,2
20069,1,NO APLICA,0,NA,NA
20070,1,COMANDANCIA MUNICIPAL,1,1,1
20071,1,COMANDANCIA MUNICIPAL,2,NA,NA
20072,1,NO APLICA,0,NA,NA
20073,1,COMANDANCIA MUNICIPAL,1,2,2
20074,1,COMANDANCIA MUNICIPAL,2,NA,NA
20075,1,COMANDANCIA MUNICIPAL,2,NA,NA
20076,1,COMANDANCIA MUNICIPAL,2,NA,NA
20077,1,NO APLICA,0,NA,NA
20078,1,NO APLICA,0,NA,NA
20079,1,COMANDANCIA MUNICIPAL,1,4,4
20080,1,NO APLICA,0,NA,NA
20081,1,COMANDANCIA MUNICIPAL,2,NA,NA
20082,1,COMANDANCIA MUNICIPAL,2,NA,NA
20083,1,COMANDANCIA MUNICIPAL,1,1,1
20084,1,NO APLICA,0,NA,NA
20085,1,COMANDANCIA SAN AGUSTIN LOXICHA,2,NA,NA
20086,1,NO APLICA,0,NA,NA
20087,1,COMANDANCIA MUNICIPAL,2,NA,NA
20088,1,COMANDANCIA MUNICIPAL DE SAN ANDRES CABECERA NUEVA,2,NA,NA
20089,1,COMANDANCIA MUNICIPAL,2,NA,NA
20090,1,COMANDANCIA MUNICIPAL,2,NA,NA
20091,1,COMANDANCIA MUNICIPAL,1,1,1
20092,1,NO APLICA,0,NA,NA
20093,1,COMANDANCIA MUNICIPAL,2,NA,NA
20094,1,COMANDANCIA DE POLICIA MUNICIPAL DE SAN ANDRES NUXIÑO,2,NA,NA
20095,1,NO APLICA,0,NA,NA
20096,1,NO APLICA,0,NA,NA
20097,1,NO APLICA,0,NA,NA
20098,1,COMANDANCIA DE SAN ANDRES TEOTILALPAM,2,NA,NA
20099,1,COMANDANCIA MUNICIPAL,2,NA,NA
20100,1,NO APLICA,0,NA,NA
