ubicageo_f,numeral,nombre1,anios_a,rnsnni1,colonia1,latitud1,longitu1,correo1,telefo1
22012,1,CENTRO DE CONTROL COMANDO COMUNICACIONES Y COMPUTO PEDRO ESCOBEDO,2019,1,CENTRO,20.499040,-100.138490,CECOM.PEDRO.ESCOBEDO@GMAIL.COM,4482750808
22013,1,SISTEMA COMPUTER AIDED DISPATCH 911,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
22014,1,CENTRO DE COMANDO CONTROL COMUNICACION Y COMPUTO,2020,2,DESARROLLO SAN PABLO,20.627440,-100.409060,JULIAN.GUTIERREZ@MUNICIPIODEQUERETARO.GOB.MX,4424276700
22015,1,LINEA DE EMERGENCIA 911,2017,1,CENTRO,20.916230,-099.566250,LINEAEMERGENCIASSANJOAQUIN182@GMAIL.COM,4412935082
22016,1,CENTRO DE CONTROL COMANDO COMUNICACIONES Y COMPUTO,2019,1,NUEVO SAN JUAN,20.386840,-99.9687809,C4_SSPM@SANJUANDELRIO.GOB.MX,4272747964
22017,1,CENTRO DE COMANDO CONTROL COMUNICACION Y COMPUTO,2021,1,BARRIO DE SAN JUAN,20.514280,-099.902488,SEGURIDADPUBLICA@TEQUISQUIAPAN.GOB.MX,4142732211
22018,1,LINEA DE EMERGENCIA 911,NSS,1,EL GRANJENO,20.904649,-099.931034,GUARDIA02TOLIMAN@GMAIL.COM,4412967123
23001,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
23002,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
23003,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
23004,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
23005,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
23006,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
23007,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
23008,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
23009,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
23010,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
23011,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24001,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24002,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24003,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24004,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24005,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24006,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24007,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24008,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24009,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24010,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24011,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24012,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24013,1,SUB CENTRO C4 CIUDAD VALLES,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24014,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24015,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24016,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24017,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24018,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24019,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24020,1,SUB CENTRO C 4 MATEHUALA,2005,1,BENITO JUAREZ,23.657950,-100.624271,COORDC4MATEHUALA@SSPSLP.GOB.MX,NO APLICA
24021,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24022,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24023,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24024,1,SUB CENTRO C4 RIOVERDE,2005,1,LA ILUSION,21.920796,-099.955954,COORDC4RIOVERDE@SSPSLP.GOB.MX,4878729407
24025,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24026,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24027,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24028,1,C4 SAN LUIS POTOSI,2000,1,CUMBRES DE SAN LUIS,22.135481,-101.020114,DIRECCIONDECONTROLDEOPERACIONES@SSPSLP.GOB.MX,4448340111
24029,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24030,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24031,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24032,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24033,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24034,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24035,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24036,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24037,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24038,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24039,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24040,1,CENTRAL DE COMUNICACIONES,2018,1,ZONA CENTRO,22.004144,-098.776713,SPUBLICATAMUIN18_21@HOTMAIL.COM,4893880031
24041,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24042,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24043,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24044,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24045,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24046,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24047,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24048,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24049,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24050,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24051,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24052,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24053,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24054,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24055,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24056,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24057,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
24058,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
25001,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
25002,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
25003,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,2014,1,CENTRO,25.362940,-107.549740,DSPM.BADIRAGUATO@SINALOA.GOB.MX,6977290792
25004,1,911,2022,2,CONCORDIA,23.287480,-106.068360,NO SE SABE,NO SE SABE
25005,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1990,1,NO IDENTIFICADO,NO CUENTA CON ELEMENTOS PARA RESPONDER,NO CUENTA CON ELEMENTOS PARA RESPONDER,NO IDENTIFICADO,NO CUENTA CON ELEMENTOS PARA RESPONDER
25006,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
25007,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
25008,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
25009,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
25010,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
25011,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
25012,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
25013,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
25014,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
25015,1,PLATAFORMA MEXICO,2008,1,CENTRO,25.457669,-108.080346,UA.SALVADORALVARADO@SINALOA.GOB.MX,6737320637
25016,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
25017,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
25018,1,NO IDENTIFICADO,NSS,97,NO IDENTIFICADO,NO CUENTA CON ELEMENTOS PARA RESPONDER,NO CUENTA CON ELEMENTOS PARA RESPONDER,NO IDENTIFICADO,NO CUENTA CON ELEMENTOS PARA RESPONDER
26001,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26002,1,CENTRO DE CONTROL COMANDO COMUNICACION COMPUTO E INTELIGENCIA,2004,1,CENTRO,31.319379,-109.557935,POLICIAMUNICIPALAPSON@HOTMAIL.COM,6333384638
26003,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26004,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26005,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26006,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26007,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26008,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26009,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26010,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26011,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26012,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26013,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26014,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26015,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26016,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26017,1,CENTRO DE CONTROL COMANDO COMUNICACION COMPUTO COORDINACION E INTELIGENCIA CABORCA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26018,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26019,1,COMISARIA GENERAL DE LA POLICIA PREVENTIVA Y TRANSITO MUNICIPAL,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26020,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26021,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26022,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26023,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26024,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26025,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26026,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26027,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26028,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26029,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26030,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26031,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26032,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26033,1,CENTRO DE COMANDO CONTROL Y COMUNICACIONES,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26034,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26035,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26036,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26037,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26038,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26039,1,COMISARIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,2000,1,LUIS DONALDO COLOSIO,31.313619,-109.945955,KAOLPIME@GMAIL.COM,6331326438
26040,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26041,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26042,1,EL CENTRO DE COMANDO CONTROL COMPUTO COMUNICACIONES Y CONTACTO CIUDADANO DE LA CDMX,2018,1,CENTRO,27.078919,-109.443423,C5-CDMX@CDMX.GOB.MX,64242181072
26043,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26044,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26045,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26046,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26047,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26048,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26049,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26050,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26051,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26052,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26053,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26054,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26055,1,CENTRO DE CONTROL COMUNICACION COMPUTO COORDINACION E INTELIGENCIA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26056,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26057,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26058,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26059,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26060,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26061,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26062,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26063,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26064,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26065,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26066,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26067,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26068,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26069,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26070,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26071,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
26072,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
27001,1,CENTRAL DE COMUNICACION DE BALANCAN,2015,1,CENTRO,17.801060,-091.534020,SEGURIDADPUBLICA@BALANCAN.GOB.MX,9343484053
27002,1,CENTRAL DE RADIO,2015,1,"CARRETERA CIRCUITO DEL GOLFO, CARDENAS-COATZACOALCOS KM2",18.001400,-093.371290,DIR.SEG.PUB.CARDENAS@GMAIL.COM,9373227959
27003,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
27004,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
27005,1,CENTRAL DE RADIOS,2015,1,SANTO DOMINGO,18.266028,-93.2179003,EDDY_CONTA@HOTMAIL.COM,9333340583
27006,1,CENTRAL DE RADIO,2019,2,CENTRO,18.063141,-093.172699,DIRECCION.SEGURIDADPUBLICA@CUNDUACAN.GOB.MX,9141081899
27007,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
27008,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
27009,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
27010,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
27011,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,2004,2,CENTRO,18.090800,-092.138710,SEG.PUB.JONUTA@GMAIL.COM,9133670011
27012,1,DIRECCION DE SEGURIDAD PUBLICA,2003,1,BELEN,17.773329,-092.604990,SEGURIDADPUBLICA@MACUSPANA.GOB.MX,9363621337
27013,1,DIRECCION DE SEGURIDAD PUBLICA,1945,9,NACAJUCA,18.175256,-93.0206799,SEG.PUB.NAC.OFICIAL@OUTLOOK.ES,9143378536
27014,1,COMANDANCIA DE LA DIRECCION DE SEGURIDAD PUBLICA PARAISO TABASCO,2021,1,CENTRO,18.398024,-093.214013,SEGURIDADPUBLICA.PARAISO2021@GMAIL.COM,9333330441
27015,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
27016,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
27017,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28001,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28002,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28003,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28004,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28005,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28006,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28007,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28008,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28009,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28010,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28011,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28012,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28013,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28014,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28015,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28016,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28017,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28018,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28019,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28020,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28021,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28022,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28023,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28024,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28025,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28026,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28027,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28028,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28029,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28030,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28031,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28032,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28033,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28034,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28035,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28036,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28037,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28038,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28039,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28040,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28041,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28042,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
28043,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
29001,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
29002,1,SEGURIDAD PUBLICA MUNICIPAL,2022,1,SAN PABLO APETATITLAN,19.330790,-098.191440,NO APLICA,2464645493
29003,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
29004,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
29005,1,CENTRO DE UNIDAD DE CONTROL Y COMANDO,2019,1,LOMA FLORIDA,19.407100,-098.134630,PREVENCIONC2@APIZACO.GOB.MX,2411637946
29006,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
29007,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
29008,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
29009,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
29010,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
29011,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
29012,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
29013,1,BARANDILLA,2021,1,CENTRO,19.316390,-097.934730,HSEGURIDADPUB2124@GMAIL.COM,2474722076
29014,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
29015,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
29016,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
