ubicageo_f,numeral,nombre1,totalca1
24020,1,SUB CENTRO C 4 MATEHUALA,NA
24020,99,NO ESPECIFICADO,
24021,1,NO APLICA,NA
24022,1,NO APLICA,NA
24023,1,NO APLICA,NA
24024,1,SUB CENTRO C4 RIOVERDE,NA
24024,99,NO ESPECIFICADO,
24025,1,NO APLICA,NA
24026,1,NO APLICA,NA
24027,1,NO APLICA,NA
24028,1,C4 SAN LUIS POTOSI,NA
24028,99,NO ESPECIFICADO,
24029,1,NO APLICA,NA
24030,1,NO APLICA,NA
24030,99,NO ESPECIFICADO,
24031,1,NO APLICA,NA
24032,1,NO APLICA,NA
24033,1,NO APLICA,NA
24034,1,NO APLICA,NA
24035,1,NO APLICA,NA
24036,1,NO APLICA,NA
24037,1,NO APLICA,NA
24038,1,NO APLICA,NA
24039,1,NO APLICA,NA
24040,1,CENTRAL DE COMUNICACIONES,0
24040,99,NO ESPECIFICADO,
24041,1,NO APLICA,NA
24042,1,NO APLICA,NA
24043,1,NO APLICA,NA
24044,1,NO APLICA,NA
24045,1,NO APLICA,NA
24046,1,NO APLICA,NA
24047,1,NO APLICA,NA
24048,1,NO APLICA,NA
24049,1,NO APLICA,NA
24050,1,NO APLICA,NA
24051,1,NO APLICA,NA
24052,1,NO APLICA,NA
24053,1,NO APLICA,NA
24054,1,NO APLICA,NA
24055,1,NO APLICA,NA
24056,1,NO APLICA,NA
24057,1,NO APLICA,NA
24058,1,NO APLICA,NA
25001,1,NO APLICA,NA
25002,1,NO APLICA,NA
25003,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,0
25003,99,NO ESPECIFICADO,
25004,1,911,NA
25004,99,NO ESPECIFICADO,
25005,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,0
25005,99,NO ESPECIFICADO,
25006,1,NO APLICA,NA
25007,1,NO APLICA,NA
25008,1,NO APLICA,NA
25009,1,NO APLICA,NA
25010,1,NO APLICA,NA
25011,1,NO APLICA,NA
25012,1,NO APLICA,NA
25013,1,NO APLICA,NA
25014,1,NO APLICA,NA
25015,1,PLATAFORMA MEXICO,NSS
25015,99,NO ESPECIFICADO,
25016,1,NO APLICA,NA
25017,1,NO APLICA,NA
25018,1,NO IDENTIFICADO,NSS
26001,1,NO APLICA,NA
26002,1,CENTRO DE CONTROL COMANDO COMUNICACION COMPUTO E INTELIGENCIA,NA
26002,99,NO ESPECIFICADO,
26003,1,NO APLICA,NA
26004,1,NO APLICA,NA
26005,1,NO APLICA,NA
26006,1,NO APLICA,NA
26007,1,NO APLICA,NA
26008,1,NO APLICA,NA
26009,1,NO APLICA,NA
26010,1,NO APLICA,NA
26011,1,NO APLICA,NA
26012,1,NO APLICA,NA
26013,1,NO APLICA,NA
26014,1,NO APLICA,NA
26015,1,NO APLICA,NA
26016,1,NO APLICA,NA
26017,1,CENTRO DE CONTROL COMANDO COMUNICACION COMPUTO COORDINACION E INTELIGENCIA CABORCA,NA
26017,99,NO ESPECIFICADO,
26018,1,NO APLICA,NA
26019,1,COMISARIA GENERAL DE LA POLICIA PREVENTIVA Y TRANSITO MUNICIPAL,NA
26019,99,NO ESPECIFICADO,
26020,1,NO APLICA,NA
26021,1,NO APLICA,NA
26022,1,NO APLICA,NA
26023,1,NO APLICA,NA
26024,1,NO APLICA,NA
26025,1,NO APLICA,NA
26026,1,NO APLICA,NA
26027,1,NO APLICA,NA
26028,1,NO APLICA,NA
26029,1,NO APLICA,NA
26030,1,NO APLICA,NA
26031,1,NO APLICA,NA
26032,1,NO APLICA,NA
26033,1,CENTRO DE COMANDO CONTROL Y COMUNICACIONES,NA
26033,99,NO ESPECIFICADO,
26034,1,NO APLICA,NA
26035,1,NO APLICA,NA
26036,1,NO APLICA,NA
26037,1,NO APLICA,NA
26038,1,NO APLICA,NA
26039,1,COMISARIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,0
26039,99,NO ESPECIFICADO,
26040,1,NO APLICA,NA
26041,1,NO APLICA,NA
26042,1,EL CENTRO DE COMANDO CONTROL COMPUTO COMUNICACIONES Y CONTACTO CIUDADANO DE LA CDMX,NA
26042,99,NO ESPECIFICADO,
26043,1,NO APLICA,NA
26044,1,NO APLICA,NA
26045,1,NO APLICA,NA
26046,1,NO APLICA,NA
26047,1,NO APLICA,NA
26048,1,NO APLICA,NA
26049,1,NO APLICA,NA
26050,1,NO APLICA,NA
26051,1,NO APLICA,NA
26052,1,NO APLICA,NA
26053,1,NO APLICA,NA
26054,1,NO APLICA,NA
26055,1,CENTRO DE CONTROL COMUNICACION COMPUTO COORDINACION E INTELIGENCIA,NA
26055,99,NO ESPECIFICADO,
26056,1,NO APLICA,NA
26057,1,NO APLICA,NA
26058,1,NO APLICA,NA
26059,1,NO APLICA,NA
26060,1,NO APLICA,NA
26061,1,NO APLICA,NA
26062,1,NO APLICA,NA
26063,1,NO APLICA,NA
26064,1,NO APLICA,NA
26065,1,NO APLICA,NA
26066,1,NO APLICA,NA
26067,1,NO APLICA,NA
26068,1,NO APLICA,NA
26069,1,NO APLICA,NA
26070,1,NO APLICA,NA
26071,1,NO APLICA,NA
26072,1,NO APLICA,NA
27001,1,CENTRAL DE COMUNICACION DE BALANCAN,460200
27001,99,NO ESPECIFICADO,
27002,1,CENTRAL DE RADIO,0
27002,99,NO ESPECIFICADO,
27003,1,NO APLICA,NA
27004,1,NO APLICA,NA
27004,99,NO ESPECIFICADO,
27005,1,CENTRAL DE RADIOS,0
27005,99,NO ESPECIFICADO,
27006,1,CENTRAL DE RADIO,0
27006,99,NO ESPECIFICADO,
27007,1,NO APLICA,NA
27008,1,NO APLICA,NA
27009,1,NO APLICA,NA
27010,1,NO APLICA,NA
27011,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,800000
27011,99,NO ESPECIFICADO,
27012,1,DIRECCION DE SEGURIDAD PUBLICA,0
27012,99,NO ESPECIFICADO,
27013,1,DIRECCION DE SEGURIDAD PUBLICA,96000
27013,99,NO ESPECIFICADO,
27014,1,COMANDANCIA DE LA DIRECCION DE SEGURIDAD PUBLICA PARAISO TABASCO,NSS
27014,99,NO ESPECIFICADO,
27015,1,NO APLICA,NA
27016,1,NO APLICA,NA
27017,1,NO APLICA,NA
28001,1,NO APLICA,NA
28001,99,NO ESPECIFICADO,
28002,1,NO APLICA,NA
28002,99,NO ESPECIFICADO,
28003,1,NO APLICA,NA
28003,99,NO ESPECIFICADO,
28004,1,NO APLICA,NA
28004,99,NO ESPECIFICADO,
28005,1,NO APLICA,NA
28005,99,NO ESPECIFICADO,
28006,1,NO APLICA,NA
28006,99,NO ESPECIFICADO,
28007,1,NO APLICA,NA
28007,99,NO ESPECIFICADO,
28008,1,NO APLICA,NA
28008,99,NO ESPECIFICADO,
28009,1,NO APLICA,NA
28009,99,NO ESPECIFICADO,
28010,1,NO APLICA,NA
28010,99,NO ESPECIFICADO,
28011,1,NO APLICA,NA
28011,99,NO ESPECIFICADO,
28012,1,NO APLICA,NA
28012,99,NO ESPECIFICADO,
28013,1,NO APLICA,NA
28013,99,NO ESPECIFICADO,
28014,1,NO APLICA,NA
28014,99,NO ESPECIFICADO,
28015,1,NO APLICA,NA
28015,99,NO ESPECIFICADO,
28016,1,NO APLICA,NA
28016,99,NO ESPECIFICADO,
28017,1,NO APLICA,NA
28017,99,NO ESPECIFICADO,
28018,1,NO APLICA,NA
28018,99,NO ESPECIFICADO,
28019,1,NO APLICA,NA
28019,99,NO ESPECIFICADO,
28020,1,NO APLICA,NA
28020,99,NO ESPECIFICADO,
28021,1,NO APLICA,NA
28021,99,NO ESPECIFICADO,
28022,1,NO APLICA,NA
28022,99,NO ESPECIFICADO,
28023,1,NO APLICA,NA
28023,99,NO ESPECIFICADO,
28024,1,NO APLICA,NA
28024,99,NO ESPECIFICADO,
28025,1,NO APLICA,NA
28025,99,NO ESPECIFICADO,
28026,1,NO APLICA,NA
28026,99,NO ESPECIFICADO,
28027,1,NO APLICA,NA
28027,99,NO ESPECIFICADO,
28028,1,NO APLICA,NA
28028,99,NO ESPECIFICADO,
28029,1,NO APLICA,NA
28029,99,NO ESPECIFICADO,
28030,1,NO APLICA,NA
28030,99,NO ESPECIFICADO,
28031,1,NO APLICA,NA
28031,99,NO ESPECIFICADO,
28032,1,NO APLICA,NA
28032,99,NO ESPECIFICADO,
28033,1,NO APLICA,NA
28033,99,NO ESPECIFICADO,
28034,1,NO APLICA,NA
28034,99,NO ESPECIFICADO,
28035,1,NO APLICA,NA
28035,99,NO ESPECIFICADO,
28036,1,NO APLICA,NA
28036,99,NO ESPECIFICADO,
28037,1,NO APLICA,NA
28037,99,NO ESPECIFICADO,
28038,1,NO APLICA,NA
28038,99,NO ESPECIFICADO,
28039,1,NO APLICA,NA
28039,99,NO ESPECIFICADO,
28040,1,NO APLICA,NA
28040,99,NO ESPECIFICADO,
28041,1,NO APLICA,NA
28041,99,NO ESPECIFICADO,
28042,1,NO APLICA,NA
28042,99,NO ESPECIFICADO,
28043,1,NO APLICA,NA
28043,99,NO ESPECIFICADO,
29001,1,NO APLICA,NA
29002,1,SEGURIDAD PUBLICA MUNICIPAL,NSS
29002,99,NO ESPECIFICADO,
29003,1,NO APLICA,NA
29004,1,NO APLICA,NA
29005,1,CENTRO DE UNIDAD DE CONTROL Y COMANDO,0
29005,99,NO ESPECIFICADO,
29006,1,NO APLICA,NA
29007,1,NO APLICA,NA
29008,1,NO APLICA,NA
29009,1,NO APLICA,NA
29010,1,NO APLICA,NA
29011,1,NO APLICA,NA
29012,1,NO APLICA,NA
29013,1,BARANDILLA,0
29013,99,NO ESPECIFICADO,
29014,1,NO APLICA,NA
29015,1,NO APLICA,NA
29016,1,NO APLICA,NA
29017,1,NO APLICA,NA
29018,1,CENTRO DE ATENCION DE LLAMADAS DE EMERGENCIA,0
29018,99,NO ESPECIFICADO,
29019,1,NO APLICA,NA
29020,1,NO APLICA,NA
29021,1,NO APLICA,NA
29022,1,NO APLICA,NA
29023,1,NO APLICA,NA
29024,1,NO APLICA,NA
29025,1,CENTRO DE COMANDO Y CONTROL C,0
29025,99,NO ESPECIFICADO,
29026,1,NO APLICA,NA
29027,1,NO APLICA,NA
29028,1,NO APLICA,NA
29029,1,NO APLICA,NA
29030,1,BASE COMANDANCIA COMPLEJO,9800
29030,99,NO ESPECIFICADO,
29031,1,NO APLICA,NA
29032,1,NO APLICA,NA
29033,1,TLAXCALA 01,0
29033,2,NUMERO DE EMERGENCIA INTERNO,0
29033,99,NO ESPECIFICADO,
29034,1,BARANDILLA,NSS
29034,99,NO ESPECIFICADO,
29035,1,NO APLICA,NA
29036,1,NO APLICA,NA
29037,1,NO APLICA,NA
29038,1,DIRECCION DE SEGURIDAD PUBLICA,0
29038,99,NO ESPECIFICADO,
29039,1,NO APLICA,NA
29040,1,DIRECCION DE SEGURIDAD PUBLICA Y VIALIDAD MUNICIPAL,0
29040,99,NO ESPECIFICADO,
29041,1,CENTRO DE MANDO Y MONITOREO,0
29041,99,NO ESPECIFICADO,
29042,1,NO APLICA,NA
29043,1,CENTRO DE COMANDO Y VIDEOVIGILANCIA,0
29043,99,NO ESPECIFICADO,
29044,1,BARANDILLA,0
29044,99,NO ESPECIFICADO,
29045,1,NO APLICA,NA
29046,1,NO APLICA,NA
29047,1,NO APLICA,NA
29048,1,BARANDILLA DE LA DIRECCION DE SEGURIDAD PUBLICA Y VIALIDAD,NSS
29048,99,NO ESPECIFICADO,
29049,1,NO APLICA,NA
29050,1,NO APLICA,NA
29051,1,NO APLICA,NA
29052,1,NO APLICA,NA
29053,1,NO APLICA,NA
29054,1,NO APLICA,NA
29055,1,NO APLICA,NA
29056,1,NO APLICA,NA
29057,1,NO APLICA,NA
29058,1,NO APLICA,NA
29059,1,NO APLICA,NA
29060,1,NO APLICA,NA
30001,1,NO APLICA,NA
30002,1,NO APLICA,NA
30003,1,NO APLICA,NA
30004,1,NO APLICA,NA
30005,1,NO APLICA,NA
30006,1,NO IDENTIFICADO,NSS
30007,1,NO APLICA,NA
30008,1,NO APLICA,NA
30009,1,NO APLICA,NA
30010,1,NO APLICA,NA
30011,1,NO APLICA,NA
30012,1,NO APLICA,NA
30013,1,NO APLICA,NA
30014,1,NO IDENTIFICADO,NSS
30015,1,NO APLICA,NA
30016,1,NO IDENTIFICADO,NSS
30017,1,NO APLICA,NA
30018,1,NO APLICA,NA
30019,1,NO APLICA,NA
30020,1,NO APLICA,NA
30021,1,NO APLICA,NA
30022,1,NO APLICA,NA
30023,1,NO APLICA,NA
30024,1,NO APLICA,NA
30025,1,NO APLICA,NA
30026,1,NO APLICA,NA
30027,1,NO APLICA,NA
30028,1,CENTRO DE LLAMADAS DE EMERGENCIA,NA
30028,99,NO ESPECIFICADO,
30029,1,NO APLICA,NA
30030,1,NO APLICA,NA
30031,1,NO APLICA,NA
30032,1,NO APLICA,NA
30033,1,NO APLICA,NA
30034,1,NO APLICA,NA
30035,1,NO APLICA,NA
30036,1,NO APLICA,NA
30037,1,NO APLICA,NA
30038,1,CENTRO DE COMANDO Y CONTROL,NA
30038,99,NO ESPECIFICADO,
30039,1,DEPARTAMENTO DE COMUNICACIONES Y SISTEMAS,0
30039,99,NO ESPECIFICADO,
30040,1,NO APLICA,NA
30041,1,NO APLICA,NA
30042,1,NO APLICA,NA
30043,1,NO APLICA,NA
30044,1,NO APLICA,NA
30045,1,NO APLICA,NA
30046,1,NO APLICA,NA
30047,1,NO APLICA,NA
30048,1,NO APLICA,NA
30049,1,NO APLICA,NA
30050,1,NO APLICA,NA
30051,1,NO APLICA,NA
30052,1,NO APLICA,NA
30053,1,NO APLICA,NA
30054,1,NO APLICA,NA
30055,1,NO APLICA,NA
30056,1,NO APLICA,NA
30057,1,NO APLICA,NA
30058,1,NO APLICA,NA
30059,1,NO APLICA,NA
30060,1,NO APLICA,NA
30061,1,BARANDILLA O CABINA DE RADIO,317997
30061,99,NO ESPECIFICADO,
30062,1,NO APLICA,NA
30063,1,NO APLICA,NA
30064,1,NO APLICA,NA
30065,1,NO APLICA,NA
30066,1,NO APLICA,NA
30067,1,NO APLICA,NA
30068,1,NO APLICA,NA
30069,1,NO APLICA,NA
30070,1,NO APLICA,NA
30071,1,NO APLICA,NA
30072,1,NO APLICA,NA
30073,1,NO APLICA,NA
30074,1,NO IDENTIFICADO,NSS
30075,1,NO IDENTIFICADO,NSS
30076,1,NO APLICA,NA
30077,1,NO APLICA,NA
30078,1,NO APLICA,NA
30079,1,NO APLICA,NA
30080,1,NO APLICA,NA
30081,1,COMANDANCIA DE POLICIA MUNICIPAL IXHUATLANCILLO VERACRUZ,0
30081,99,NO ESPECIFICADO,
30082,1,NO IDENTIFICADO,NSS
30083,1,NO APLICA,NA
30084,1,NO APLICA,NA
30085,1,NO APLICA,NA
30086,1,NO APLICA,NA
30087,1,CENTRO DE COMANDO Y CONTROL C2,300000
30087,99,NO ESPECIFICADO,
30088,1,NO APLICA,NA
30089,1,NO APLICA,NA
30090,1,NO APLICA,NA
30091,1,NO APLICA,NA
30092,1,NO IDENTIFICADO,NSS
30093,1,NO IDENTIFICADO,NSS
30094,1,COMANDANCIA MUNICIPAL,0
30094,99,NO ESPECIFICADO,
30095,1,NO APLICA,NA
30096,1,NO APLICA,NA
30097,1,NO APLICA,NA
30098,1,NO APLICA,NA
30099,1,NO IDENTIFICADO,NSS
30100,1,NO APLICA,NA
30101,1,NO APLICA,NA
30102,1,NO APLICA,NA
30103,1,NO APLICA,NA
30104,1,NO APLICA,NA
30105,1,NO IDENTIFICADO,NSS
30106,1,NO APLICA,NA
30107,1,NO APLICA,NA
30108,1,C2,0
30108,99,NO ESPECIFICADO,
30109,1,NO APLICA,NA
30110,1,NO APLICA,NA
30111,1,NO APLICA,NA
30112,1,NO APLICA,NA
30113,1,NO APLICA,NA
30114,1,NO APLICA,NA
30115,1,NO APLICA,NA
30116,1,NO APLICA,NA
30117,1,NO APLICA,NA
30118,1,C5I CENTRO DE CONTROL COMANDO COMUNICACIONES,17455541.24
30118,99,NO ESPECIFICADO,
30119,1,NO APLICA,NA
30120,1,NO APLICA,NA
30121,1,NO APLICA,NA
30122,1,NO APLICA,NA
30123,1,NO APLICA,NA
30124,1,FARO 1,NA
30124,99,NO ESPECIFICADO,
30125,1,NO IDENTIFICADO,NSS
30126,1,NO APLICA,NA
30127,1,NO APLICA,NA
30128,1,NO APLICA,NA
30129,1,NO APLICA,NA
30130,1,NO APLICA,NA
30131,1,RADIO CONTROL POLICIA MUNICIPAL,NA
30131,99,NO ESPECIFICADO,
30132,1,NO APLICA,NA
30133,1,COMANDANCIA DE SEGURIDAD PUBLICA,0
30133,99,NO ESPECIFICADO,
30134,1,NO APLICA,NA
30135,1,NO APLICA,NA
30136,1,NO APLICA,NA
30137,1,NO APLICA,NA
30138,1,NO IDENTIFICADO,NSS
30139,1,NO APLICA,NA
30140,1,NO APLICA,NA
30141,1,NO APLICA,NA
30142,1,NO APLICA,NA
30143,1,SEGURIDAD PUBLICA MUNICIPAL,0
30143,99,NO ESPECIFICADO,
30144,1,NO IDENTIFICADO,NSS
30145,1,NO APLICA,NA
30146,1,NO APLICA,NA
30147,1,NO APLICA,NA
30148,1,NO APLICA,NA
30149,1,NO APLICA,NA
30150,1,NO APLICA,NA
30151,1,NO APLICA,NA
30152,1,NO APLICA,NA
30153,1,NO APLICA,NA
30154,1,NO APLICA,NA
30155,1,NO APLICA,NA
30156,1,NO APLICA,NA
30157,1,NO APLICA,NA
30158,1,NO APLICA,NA
30159,1,NO APLICA,NA
30160,1,NO APLICA,NA
30161,1,NO APLICA,NA
30162,1,NO APLICA,NA
30163,1,NO APLICA,NA
30164,1,NO APLICA,NA
30165,1,NO APLICA,NA
30166,1,NO APLICA,NA
30167,1,NO APLICA,NA
30168,1,NO APLICA,NA
30169,1,NO IDENTIFICADO,NSS
30170,1,NO APLICA,NA
30171,1,NO APLICA,NA
30172,1,NO APLICA,NA
30173,1,NO APLICA,NA
30174,1,NO APLICA,NA
30175,1,NO APLICA,NA
30176,1,NO APLICA,NA
30177,1,NO APLICA,NA
30178,1,NO APLICA,NA
30179,1,NO APLICA,NA
30180,1,NO APLICA,NA
30181,1,NO APLICA,NA
30182,1,NO IDENTIFICADO,NSS
30183,1,NO APLICA,NA
30184,1,NO APLICA,NA
30185,1,NO APLICA,NA
30186,1,NO APLICA,NA
30187,1,NO APLICA,NA
30188,1,NO APLICA,NA
30189,1,NO APLICA,NA
30190,1,NO APLICA,NA
30191,1,NO APLICA,NA
30192,1,NO APLICA,NA
30193,1,NO APLICA,NA
30194,1,NO APLICA,NA
30195,1,NO APLICA,NA
30196,1,BASE CONDOR,0
30196,99,NO ESPECIFICADO,
30197,1,NO APLICA,NA
30198,1,NO APLICA,NA
30199,1,NO APLICA,NA
30200,1,NO APLICA,NA
30201,1,NO APLICA,NA
30202,1,NO APLICA,NA
30203,1,NO APLICA,NA
30204,1,NO APLICA,NA
30205,1,NO APLICA,NA
30206,1,NO APLICA,NA
30207,1,NO APLICA,NA
30208,1,NO APLICA,NA
30209,1,NO APLICA,NA
30210,1,NO APLICA,NA
30211,1,NO APLICA,NA
30212,1,NO APLICA,NA
31001,1,NO APLICA,NA
31002,1,NO APLICA,NA
31003,1,NO APLICA,NA
31004,1,NO APLICA,NA
31005,1,NO APLICA,NA
31006,1,NO APLICA,NA
31007,1,NO APLICA,NA
31008,1,NO APLICA,NA
31009,1,NO APLICA,NA
31010,1,NO APLICA,NA
31011,1,NO APLICA,NA
31012,1,NO APLICA,NA
31013,1,NO APLICA,NA
31014,1,NO APLICA,NA
31015,1,NO APLICA,NA
31016,1,NO APLICA,NA
31017,1,NO APLICA,NA
31018,1,NO APLICA,NA
31019,1,NO APLICA,NA
31020,1,NO APLICA,NA
31021,1,NO APLICA,NA
31022,1,NO APLICA,NA
31023,1,NO APLICA,NA
31024,1,NO APLICA,NA
31025,1,NO APLICA,NA
31026,1,NO APLICA,NA
31027,1,NO APLICA,NA
31028,1,NO APLICA,NA
31029,1,NO APLICA,NA
31030,1,NO APLICA,NA
31031,1,NO APLICA,NA
31032,1,NO APLICA,NA
31033,1,NO APLICA,NA
31034,1,NO APLICA,NA
31035,1,NO APLICA,NA
31036,1,NO APLICA,NA
31037,1,NO APLICA,NA
31038,1,NO APLICA,NA
31039,1,NO APLICA,NA
31040,1,NO APLICA,NA
31041,1,NO APLICA,NA
31042,1,NO APLICA,NA
31043,1,NO APLICA,NA
31044,1,NO APLICA,NA
31045,1,NO APLICA,NA
31046,1,NO APLICA,NA
31047,1,NO APLICA,NA
31048,1,NO APLICA,NA
31049,1,NO APLICA,NA
31050,1,CENTRAL DE COMUNICACIONES Y CONTROL DE MANDO,NSS
31050,99,NO ESPECIFICADO,
31051,1,NO APLICA,NA
31052,1,NO APLICA,NA
31053,1,NO APLICA,NA
31054,1,NO APLICA,NA
31055,1,NO APLICA,NA
31056,1,NO APLICA,NA
31057,1,NO APLICA,NA
31058,1,NO APLICA,NA
31059,1,CENTRAL DE MANDO,0
31059,99,NO ESPECIFICADO,
31060,1,NO APLICA,NA
31061,1,NO APLICA,NA
31062,1,NO APLICA,NA
31063,1,NO APLICA,NA
31064,1,NO APLICA,NA
31065,1,NO APLICA,NA
31066,1,NO APLICA,NA
31067,1,NO APLICA,NA
31068,1,NO APLICA,NA
31069,1,NO APLICA,NA
31070,1,NO APLICA,NA
31071,1,NO APLICA,NA
31072,1,NO APLICA,NA
31073,1,NO APLICA,NA
31074,1,NO APLICA,NA
31075,1,NO APLICA,NA
31076,1,NO APLICA,NA
31077,1,NO APLICA,NA
31078,1,NO APLICA,NA
31079,1,NO APLICA,NA
31080,1,NO APLICA,NA
31081,1,NO APLICA,NA
31082,1,NO APLICA,NA
31083,1,NO APLICA,NA
31084,1,NO APLICA,NA
31085,1,NO APLICA,NA
31086,1,NO APLICA,NA
31087,1,NO APLICA,NA
31088,1,NO APLICA,NA
31089,1,NO APLICA,NA
31090,1,NO APLICA,NA
31091,1,NO APLICA,NA
31092,1,NO APLICA,NA
31093,1,NO APLICA,NA
31094,1,NO APLICA,NA
31095,1,NO APLICA,NA
31096,1,NO APLICA,NA
31097,1,NO APLICA,NA
31098,1,NO APLICA,NA
31099,1,NO APLICA,NA
31100,1,NO APLICA,NA
31101,1,NO APLICA,NA
31102,1,NO APLICA,NA
31103,1,NO APLICA,NA
31104,1,NO APLICA,NA
31105,1,NO APLICA,NA
31106,1,NO APLICA,NA
32001,1,NO APLICA,NA
32002,1,NO APLICA,NA
32002,99,NO ESPECIFICADO,
32003,1,NO APLICA,NA
32004,1,NO APLICA,NA
32005,1,SISTEMA DE EMERGENCIAS 911,NA
32005,99,NO ESPECIFICADO,
32006,1,NO APLICA,NA
32007,1,NO APLICA,NA
32008,1,NO APLICA,NA
32009,1,NO IDENTIFICADO,NSS
32010,1,CENTRO DE COMANDO CONTROL COMPUTO COMUNICACIONES Y CONTACTO CIUDADANO,NA
32010,2,RADIO BASE DE LA DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,NSS
32010,99,NO ESPECIFICADO,
32011,1,NO APLICA,NA
32012,1,NO APLICA,NA
32013,1,NO APLICA,NA
32014,1,NO APLICA,NA
32015,1,NO APLICA,NA
32016,1,NO APLICA,NA
32017,1,SISTEMA DE EMERGENCIAS,0
32017,99,NO ESPECIFICADO,
32018,1,NO APLICA,NA
32019,1,NO APLICA,NA
32020,1,911,NSS
32020,99,NO ESPECIFICADO,
32021,1,NO APLICA,NA
32022,1,NO APLICA,NA
32023,1,NO APLICA,NA
32024,1,NO APLICA,NA
32025,1,SEGURIDAD PUBLICA,0
32025,99,NO ESPECIFICADO,
32026,1,NO APLICA,NA
32027,1,NO APLICA,NA
32028,1,NO APLICA,NA
32029,1,NO APLICA,NA
32030,1,NO APLICA,NA
32031,1,NO APLICA,NA
32032,1,DIRECCION DE SEGURIDAD PUBLICA,0
32032,99,NO ESPECIFICADO,
32033,1,NO APLICA,NA
32034,1,CENTRO DE COMANDO CONTROL COMUNICACION Y COMPUTO,NSS
32034,99,NO ESPECIFICADO,
32035,1,NO APLICA,NA
32036,1,BASE DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,NA
32036,99,NO ESPECIFICADO,
32037,1,NO APLICA,NA
32038,1,NO APLICA,NA
32039,1,NO APLICA,NA
32040,1,NO APLICA,NA
32041,1,NO APLICA,NA
32042,1,SISTEMA DE EMERGENCIA C2,NSS
32042,99,NO ESPECIFICADO,
32043,1,NO APLICA,NA
32044,1,NO APLICA,NA
32045,1,NO APLICA,NA
32046,1,NO APLICA,NA
32047,1,NO APLICA,NA
32048,1,NO APLICA,NA
32049,1,CENTRO 911,0
32049,99,NO ESPECIFICADO,
32050,1,NO APLICA,NA
32051,1,CENTRO DE LLAMADAS DE EMERGENCIA VILLA DE COS,0
32051,99,NO ESPECIFICADO,
32052,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,NA
32052,99,NO ESPECIFICADO,
32053,1,NO APLICA,NA
32054,1,NO APLICA,NA
32055,1,RADIO OPERADOR,0
32055,99,NO ESPECIFICADO,
32056,1,BASE RADIO,0
32056,99,NO ESPECIFICADO,
32057,1,SISTEMA DE EMERGENCIA MUNICIPAL,0
32057,99,NO ESPECIFICADO,
32058,1,NO APLICA,NA
