ubicageo_f,aniorefe_b,rnsnni1,nombre1,totalca1
19020,1,2,NO APLICA,NA
19020,2,2,NO APLICA,NA
19021,1,9,NO IDENTIFICADO,NSS
19021,2,9,NO IDENTIFICADO,NSS
19022,1,2,NO APLICA,NA
19022,2,2,NO APLICA,NA
19023,1,0,NO APLICA,NA
19023,2,0,NO APLICA,NA
19024,1,1,FORTAMUN,3929514.96
19024,2,1,FORTAMUN,4828090
19025,1,2,NO APLICA,NA
19025,2,2,NO APLICA,NA
19026,1,1,FONDO DE SEGURIDAD MUNICIPAL,41162861
19026,2,1,FONDO DE SEGURIDAD MUNICIPAL,51755854
19027,1,9,NO IDENTIFICADO,NSS
19027,2,9,NO IDENTIFICADO,NSS
19028,1,2,NO APLICA,NA
19028,2,2,NO APLICA,NA
19029,1,9,NO IDENTIFICADO,NSS
19029,2,9,NO IDENTIFICADO,NSS
19030,1,1,FORTALECIMIENTO MUNICIPAL,2062964.04
19030,2,1,FORTALECIMIENTO MUNICIPAL,2526542.85
19031,1,1,FORTAMUN,294946922
19031,2,1,FORTAMUN,361226001.97
19032,1,1,FONDO DE SEGURIDAD PARA LOS MUNICIPIOS,5059898
19032,2,1,FONDO DE SEGURIDAD PARA LOS MUNICIPIOS,5465814
19033,1,2,NO APLICA,NA
19033,2,2,NO APLICA,NA
19034,1,1,FONDO DE SEGURIDAD,5366273.13
19034,2,1,FONDO DE SEGURIDAD,5736988.23
19035,1,2,NO APLICA,NA
19035,2,2,NO APLICA,NA
19036,1,9,NO IDENTIFICADO,NSS
19036,2,9,NO IDENTIFICADO,NSS
19037,1,1,FONDO MUNICIPIO MINA NUEVO LEON 2021,3896715
19037,2,1,FONDO MUNICIPIO MINA NUEVO LEON 2022,4166479
19038,1,2,NO APLICA,NA
19038,2,2,NO APLICA,NA
19039,1,1,FONDO DE SEGURIDAD MUNICIPAL 2021 FONDOS DESCENTRALIZADOS SEGURIDAD ISN 2021,262736158.78
19039,2,1,FONDO DE SEGURIDAD MUNICIPAL 2022 FONDOS DESCENTRALIZADOS SEGURIDAD ISN 2022,317303372.2
19040,1,0,NO APLICA,NA
19040,2,0,NO APLICA,NA
19041,1,1,FONDO FORTALECIMIENTO MUNICIPAL,92641719
19041,2,1,FONDO FORTALECIMIENTO MUNICIPAL,113092314
19042,1,9,NO IDENTIFICADO,NSS
19042,2,1,FONDO DE SEGURIDAD ESTATAL,5476223.9
19043,1,2,NO APLICA,NA
19043,2,2,NO APLICA,NA
19044,1,2,NO APLICA,NA
19044,2,2,NO APLICA,NA
19045,1,9,NO IDENTIFICADO,NSS
19045,2,9,NO IDENTIFICADO,NSS
19046,1,2,NO APLICA,NA
19046,2,2,NO APLICA,NA
19047,1,9,NO IDENTIFICADO,NSS
19047,2,9,NO IDENTIFICADO,NSS
19048,1,1,FONDO PARA LA SEGURIDAD MUNICIPAL,21656622.9
19048,2,1,FONDO PARA LA SEGURIDAD MUNICIPAL,26745592.62
19049,1,1,FORTAMUN,29274680.99
19049,2,1,FONDO SE SEGURIDAD MUNICIPAL,111543902.46
19050,1,0,NO APLICA,NA
19050,2,0,NO APLICA,NA
19051,1,9,NO IDENTIFICADO,NSS
19051,2,9,NO IDENTIFICADO,NSS
20001,1,2,NO APLICA,NA
20001,2,2,NO APLICA,NA
20002,1,2,NO APLICA,NA
20002,2,2,NO APLICA,NA
20003,1,2,NO APLICA,NA
20003,2,2,NO APLICA,NA
20004,1,2,NO APLICA,NA
20004,2,2,NO APLICA,NA
20005,1,2,NO APLICA,NA
20005,2,2,NO APLICA,NA
20006,1,2,NO APLICA,NA
20006,2,2,NO APLICA,NA
20007,1,9,NO IDENTIFICADO,NSS
20007,2,2,NO APLICA,NA
20008,1,2,NO APLICA,NA
20008,2,2,NO APLICA,NA
20009,1,2,NO APLICA,NA
20009,2,2,NO APLICA,NA
20010,1,2,NO APLICA,NA
20010,2,2,NO APLICA,NA
20011,1,2,NO APLICA,NA
20011,2,2,NO APLICA,NA
20012,1,2,NO APLICA,NA
20012,2,2,NO APLICA,NA
20013,1,2,NO APLICA,NA
20013,2,2,NO APLICA,NA
20014,1,2,NO APLICA,NA
20014,2,2,NO APLICA,NA
20015,1,2,NO APLICA,NA
20015,2,2,NO APLICA,NA
20016,1,2,NO APLICA,NA
20016,2,2,NO APLICA,NA
20017,1,2,NO APLICA,NA
20017,2,2,NO APLICA,NA
20018,1,2,NO APLICA,NA
20018,2,2,NO APLICA,NA
20019,1,2,NO APLICA,NA
20019,2,2,NO APLICA,NA
20020,1,2,NO APLICA,NA
20020,2,2,NO APLICA,NA
20021,1,2,NO APLICA,NA
20021,2,2,NO APLICA,NA
20022,1,2,NO APLICA,NA
20022,2,2,NO APLICA,NA
20023,1,2,NO APLICA,NA
20023,2,2,NO APLICA,NA
20024,1,2,NO APLICA,NA
20024,2,2,NO APLICA,NA
20025,1,2,NO APLICA,NA
20025,2,2,NO APLICA,NA
20026,1,2,NO APLICA,NA
20026,2,2,NO APLICA,NA
20027,1,2,NO APLICA,NA
20027,2,2,NO APLICA,NA
20028,1,2,NO APLICA,NA
20028,2,2,NO APLICA,NA
20029,1,9,NO IDENTIFICADO,NSS
20029,2,9,NO IDENTIFICADO,NSS
20030,1,9,NO IDENTIFICADO,NSS
20030,2,2,NO APLICA,NA
20031,1,2,NO APLICA,NA
20031,2,2,NO APLICA,NA
20032,1,2,NO APLICA,NA
20032,2,2,NO APLICA,NA
20033,1,2,NO APLICA,NA
20033,2,2,NO APLICA,NA
20034,1,2,NO APLICA,NA
20034,2,2,NO APLICA,NA
20035,1,2,NO APLICA,NA
20035,2,2,NO APLICA,NA
20036,1,2,NO APLICA,NA
20036,2,2,NO APLICA,NA
20037,1,2,NO APLICA,NA
20037,2,2,NO APLICA,NA
20038,1,2,NO APLICA,NA
20038,2,2,NO APLICA,NA
20039,1,9,NO IDENTIFICADO,NSS
20039,2,2,NO APLICA,NA
20040,1,2,NO APLICA,NA
20040,2,2,NO APLICA,NA
20041,1,2,NO APLICA,NA
20041,2,2,NO APLICA,NA
20042,1,2,NO APLICA,NA
20042,2,2,NO APLICA,NA
20043,1,2,NO APLICA,NA
20043,2,2,NO APLICA,NA
20044,1,2,NO APLICA,NA
20044,2,2,NO APLICA,NA
20045,1,2,NO APLICA,NA
20045,2,2,NO APLICA,NA
20046,1,2,NO APLICA,NA
20046,2,2,NO APLICA,NA
20047,1,2,NO APLICA,NA
20047,2,2,NO APLICA,NA
20048,1,2,NO APLICA,NA
20048,2,2,NO APLICA,NA
20049,1,2,NO APLICA,NA
20049,2,2,NO APLICA,NA
20050,1,2,NO APLICA,NA
20050,2,2,NO APLICA,NA
20051,1,2,NO APLICA,NA
20051,2,2,NO APLICA,NA
20052,1,2,NO APLICA,NA
20052,2,2,NO APLICA,NA
20053,1,2,NO APLICA,NA
20053,2,2,NO APLICA,NA
20054,1,2,NO APLICA,NA
20054,2,2,NO APLICA,NA
20055,1,2,NO APLICA,NA
20055,2,2,NO APLICA,NA
20056,1,2,NO APLICA,NA
20056,2,2,NO APLICA,NA
20057,1,9,NO IDENTIFICADO,NSS
20057,2,9,NO IDENTIFICADO,NSS
20058,1,9,NO IDENTIFICADO,NSS
20058,2,2,NO APLICA,NA
20059,1,2,NO APLICA,NA
20059,2,2,NO APLICA,NA
20060,1,2,NO APLICA,NA
20060,2,2,NO APLICA,NA
20061,1,9,NO IDENTIFICADO,NSS
20061,2,9,NO IDENTIFICADO,NSS
20062,1,2,NO APLICA,NA
20062,2,2,NO APLICA,NA
20063,1,2,NO APLICA,NA
20063,2,2,NO APLICA,NA
20064,1,2,NO APLICA,NA
20064,2,2,NO APLICA,NA
20065,1,2,NO APLICA,NA
20065,2,2,NO APLICA,NA
20066,1,2,NO APLICA,NA
20066,2,2,NO APLICA,NA
20067,1,1,RAMO 28,78599179
20067,2,1,RAMO 28,214198145
20068,1,9,NO IDENTIFICADO,NSS
20068,2,9,NO IDENTIFICADO,NSS
20069,1,2,NO APLICA,NA
20069,2,2,NO APLICA,NA
20070,1,2,NO APLICA,NA
20070,2,2,NO APLICA,NA
20071,1,2,NO APLICA,NA
20071,2,2,NO APLICA,NA
20072,1,2,NO APLICA,NA
20072,2,2,NO APLICA,NA
20073,1,2,NO APLICA,NA
20073,2,2,NO APLICA,NA
20074,1,2,NO APLICA,NA
20074,2,2,NO APLICA,NA
20075,1,9,NO IDENTIFICADO,NSS
20075,2,9,NO IDENTIFICADO,NSS
20076,1,2,NO APLICA,NA
20076,2,2,NO APLICA,NA
20077,1,2,NO APLICA,NA
20077,2,2,NO APLICA,NA
20078,1,2,NO APLICA,NA
20078,2,2,NO APLICA,NA
20079,1,9,NO IDENTIFICADO,NSS
20079,2,2,NO APLICA,NA
20080,1,2,NO APLICA,NA
20080,2,2,NO APLICA,NA
20081,1,2,NO APLICA,NA
20081,2,2,NO APLICA,NA
20082,1,2,NO APLICA,NA
20082,2,2,NO APLICA,NA
20083,1,2,NO APLICA,NA
20083,2,2,NO APLICA,NA
20084,1,2,NO APLICA,NA
20084,2,2,NO APLICA,NA
20085,1,2,NO APLICA,NA
20085,2,2,NO APLICA,NA
20086,1,2,NO APLICA,NA
20086,2,2,NO APLICA,NA
20087,1,2,NO APLICA,NA
20087,2,2,NO APLICA,NA
20088,1,2,NO APLICA,NA
20088,2,2,NO APLICA,NA
20089,1,2,NO APLICA,NA
20089,2,2,NO APLICA,NA
20090,1,2,NO APLICA,NA
20090,2,2,NO APLICA,NA
20091,1,2,NO APLICA,NA
20091,2,2,NO APLICA,NA
20092,1,2,NO APLICA,NA
20092,2,2,NO APLICA,NA
20093,1,2,NO APLICA,NA
20093,2,2,NO APLICA,NA
20094,1,2,NO APLICA,NA
20094,2,2,NO APLICA,NA
20095,1,2,NO APLICA,NA
20095,2,2,NO APLICA,NA
20096,1,2,NO APLICA,NA
20096,2,2,NO APLICA,NA
20097,1,2,NO APLICA,NA
20097,2,2,NO APLICA,NA
20098,1,2,NO APLICA,NA
20098,2,2,NO APLICA,NA
20099,1,2,NO APLICA,NA
20099,2,2,NO APLICA,NA
20100,1,2,NO APLICA,NA
20100,2,2,NO APLICA,NA
20101,1,2,NO APLICA,NA
20101,2,2,NO APLICA,NA
20102,1,2,NO APLICA,NA
20102,2,2,NO APLICA,NA
20103,1,2,NO APLICA,NA
20103,2,2,NO APLICA,NA
20104,1,2,NO APLICA,NA
20104,2,2,NO APLICA,NA
20105,1,2,NO APLICA,NA
20105,2,2,NO APLICA,NA
20106,1,2,NO APLICA,NA
20106,2,2,NO APLICA,NA
20107,1,2,NO APLICA,NA
20107,2,2,NO APLICA,NA
20108,1,2,NO APLICA,NA
20108,2,2,NO APLICA,NA
20109,1,2,NO APLICA,NA
20109,2,2,NO APLICA,NA
20110,1,2,NO APLICA,NA
20110,2,2,NO APLICA,NA
20111,1,2,NO APLICA,NA
20111,2,2,NO APLICA,NA
20112,1,2,NO APLICA,NA
20112,2,2,NO APLICA,NA
20113,1,2,NO APLICA,NA
20113,2,2,NO APLICA,NA
20114,1,2,NO APLICA,NA
20114,2,2,NO APLICA,NA
20115,1,2,NO APLICA,NA
20115,2,2,NO APLICA,NA
20116,1,2,NO APLICA,NA
20116,2,2,NO APLICA,NA
20117,1,9,NO IDENTIFICADO,NSS
20117,2,9,NO IDENTIFICADO,NSS
20118,1,2,NO APLICA,NA
20118,2,2,NO APLICA,NA
20119,1,2,NO APLICA,NA
20119,2,2,NO APLICA,NA
20120,1,2,NO APLICA,NA
20120,2,2,NO APLICA,NA
20121,1,2,NO APLICA,NA
20121,2,2,NO APLICA,NA
20122,1,2,NO APLICA,NA
20122,2,2,NO APLICA,NA
20123,1,2,NO APLICA,NA
20123,2,2,NO APLICA,NA
20124,1,9,NO IDENTIFICADO,NSS
20124,2,2,NO APLICA,NA
20125,1,2,NO APLICA,NA
20125,2,2,NO APLICA,NA
20126,1,2,NO APLICA,NA
20126,2,2,NO APLICA,NA
20127,1,2,NO APLICA,NA
20127,2,2,NO APLICA,NA
20128,1,2,NO APLICA,NA
20128,2,2,NO APLICA,NA
20129,1,2,NO APLICA,NA
20129,2,2,NO APLICA,NA
20130,1,9,NO IDENTIFICADO,NSS
20130,2,9,NO IDENTIFICADO,NSS
20131,1,2,NO APLICA,NA
20131,2,2,NO APLICA,NA
20132,1,2,NO APLICA,NA
20132,2,2,NO APLICA,NA
20133,1,2,NO APLICA,NA
20133,2,2,NO APLICA,NA
20134,1,2,NO APLICA,NA
20134,2,2,NO APLICA,NA
20135,1,2,NO APLICA,NA
20135,2,2,NO APLICA,NA
20136,1,2,NO APLICA,NA
20136,2,2,NO APLICA,NA
20137,1,2,NO APLICA,NA
20137,2,2,NO APLICA,NA
20138,1,2,NO APLICA,NA
20138,2,2,NO APLICA,NA
20139,1,2,NO APLICA,NA
20139,2,2,NO APLICA,NA
20140,1,2,NO APLICA,NA
20140,2,2,NO APLICA,NA
20141,1,9,NO IDENTIFICADO,NSS
20141,2,9,NO IDENTIFICADO,NSS
20142,1,2,NO APLICA,NA
20142,2,2,NO APLICA,NA
20143,1,2,NO APLICA,NA
20143,2,2,NO APLICA,NA
20144,1,2,NO APLICA,NA
20144,2,2,NO APLICA,NA
20145,1,2,NO APLICA,NA
20145,2,2,NO APLICA,NA
20146,1,2,NO APLICA,NA
20146,2,2,NO APLICA,NA
20147,1,2,NO APLICA,NA
20147,2,2,NO APLICA,NA
20148,1,2,NO APLICA,NA
20148,2,2,NO APLICA,NA
20149,1,2,NO APLICA,NA
20149,2,2,NO APLICA,NA
20150,1,2,NO APLICA,NA
20150,2,2,NO APLICA,NA
20151,1,2,NO APLICA,NA
20151,2,2,NO APLICA,NA
20152,1,2,NO APLICA,NA
20152,2,2,NO APLICA,NA
20153,1,2,NO APLICA,NA
20153,2,2,NO APLICA,NA
20154,1,2,NO APLICA,NA
20154,2,2,NO APLICA,NA
20155,1,2,NO APLICA,NA
20155,2,2,NO APLICA,NA
20156,1,2,NO APLICA,NA
20156,2,2,NO APLICA,NA
20157,1,9,NO IDENTIFICADO,NSS
20157,2,2,NO APLICA,NA
20158,1,2,NO APLICA,NA
20158,2,2,NO APLICA,NA
20159,1,2,NO APLICA,NA
20159,2,2,NO APLICA,NA
20160,1,9,NO IDENTIFICADO,NSS
20160,2,2,NO APLICA,NA
20161,1,2,NO APLICA,NA
20161,2,2,NO APLICA,NA
20162,1,9,NO IDENTIFICADO,NSS
20162,2,9,NO IDENTIFICADO,NSS
20163,1,2,NO APLICA,NA
20163,2,2,NO APLICA,NA
20164,1,2,NO APLICA,NA
20164,2,2,NO APLICA,NA
20165,1,2,NO APLICA,NA
20165,2,2,NO APLICA,NA
20166,1,2,NO APLICA,NA
20166,2,2,NO APLICA,NA
20167,1,2,NO APLICA,NA
20167,2,2,NO APLICA,NA
20168,1,2,NO APLICA,NA
20168,2,2,NO APLICA,NA
20169,1,2,NO APLICA,NA
20169,2,2,NO APLICA,NA
20170,1,2,NO APLICA,NA
20170,2,2,NO APLICA,NA
20171,1,2,NO APLICA,NA
20171,2,2,NO APLICA,NA
20172,1,2,NO APLICA,NA
20172,2,2,NO APLICA,NA
20173,1,2,NO APLICA,NA
20173,2,2,NO APLICA,NA
20174,1,2,NO APLICA,NA
20174,2,2,NO APLICA,NA
20175,1,2,NO APLICA,NA
20175,2,2,NO APLICA,NA
20176,1,2,NO APLICA,NA
20176,2,2,NO APLICA,NA
20177,1,2,NO APLICA,NA
20177,2,2,NO APLICA,NA
20178,1,2,NO APLICA,NA
20178,2,2,NO APLICA,NA
20179,1,2,NO APLICA,NA
20179,2,2,NO APLICA,NA
20180,1,2,NO APLICA,NA
20180,2,2,NO APLICA,NA
20181,1,2,NO APLICA,NA
20181,2,2,NO APLICA,NA
20182,1,2,NO APLICA,NA
20182,2,2,NO APLICA,NA
20183,1,2,NO APLICA,NA
20183,2,2,NO APLICA,NA
20184,1,2,NO APLICA,NA
20184,2,2,NO APLICA,NA
20185,1,2,NO APLICA,NA
20185,2,2,NO APLICA,NA
20186,1,2,NO APLICA,NA
20186,2,2,NO APLICA,NA
20187,1,2,NO APLICA,NA
20187,2,2,NO APLICA,NA
20188,1,2,NO APLICA,NA
20188,2,2,NO APLICA,NA
20189,1,2,NO APLICA,NA
20189,2,2,NO APLICA,NA
20190,1,2,NO APLICA,NA
20190,2,2,NO APLICA,NA
20191,1,2,NO APLICA,NA
20191,2,2,NO APLICA,NA
20192,1,2,NO APLICA,NA
20192,2,2,NO APLICA,NA
20193,1,2,NO APLICA,NA
20193,2,2,NO APLICA,NA
20194,1,2,NO APLICA,NA
20194,2,2,NO APLICA,NA
20195,1,2,NO APLICA,NA
20195,2,2,NO APLICA,NA
20196,1,2,NO APLICA,NA
20196,2,2,NO APLICA,NA
20197,1,2,NO APLICA,NA
20197,2,2,NO APLICA,NA
20198,1,9,NO IDENTIFICADO,NSS
20198,2,2,NO APLICA,NA
20199,1,2,NO APLICA,NA
20199,2,2,NO APLICA,NA
20200,1,2,NO APLICA,NA
20200,2,2,NO APLICA,NA
20201,1,9,NO IDENTIFICADO,NSS
20201,2,9,NO IDENTIFICADO,NSS
20202,1,2,NO APLICA,NA
20202,2,2,NO APLICA,NA
20203,1,2,NO APLICA,NA
20203,2,2,NO APLICA,NA
20204,1,2,NO APLICA,NA
20204,2,2,NO APLICA,NA
20205,1,0,NO APLICA,NA
20205,2,0,NO APLICA,NA
20206,1,2,NO APLICA,NA
20206,2,2,NO APLICA,NA
20207,1,0,NO APLICA,NA
20207,2,0,NO APLICA,NA
20208,1,2,NO APLICA,NA
20208,2,2,NO APLICA,NA
20209,1,2,NO APLICA,NA
20209,2,2,NO APLICA,NA
20210,1,9,NO IDENTIFICADO,NSS
20210,2,9,NO IDENTIFICADO,NSS
20211,1,2,NO APLICA,NA
20211,2,2,NO APLICA,NA
20212,1,2,NO APLICA,NA
20212,2,2,NO APLICA,NA
20213,1,2,NO APLICA,NA
20213,2,2,NO APLICA,NA
20214,1,2,NO APLICA,NA
20214,2,2,NO APLICA,NA
20215,1,2,NO APLICA,NA
20215,2,2,NO APLICA,NA
20216,1,2,NO APLICA,NA
20216,2,2,NO APLICA,NA
20217,1,2,NO APLICA,NA
20217,2,2,NO APLICA,NA
20218,1,2,NO APLICA,NA
20218,2,2,NO APLICA,NA
20219,1,9,NO IDENTIFICADO,NSS
20219,2,9,NO IDENTIFICADO,NSS
20220,1,2,NO APLICA,NA
20220,2,2,NO APLICA,NA
20221,1,2,NO APLICA,NA
20221,2,2,NO APLICA,NA
20222,1,9,NO IDENTIFICADO,NSS
20222,2,9,NO IDENTIFICADO,NSS
20223,1,2,NO APLICA,NA
20223,2,2,NO APLICA,NA
20224,1,9,NO IDENTIFICADO,NSS
20224,2,9,NO IDENTIFICADO,NSS
20225,1,2,NO APLICA,NA
20225,2,2,NO APLICA,NA
20226,1,2,NO APLICA,NA
20226,2,2,NO APLICA,NA
20227,1,2,NO APLICA,NA
20227,2,2,NO APLICA,NA
20228,1,2,NO APLICA,NA
20228,2,2,NO APLICA,NA
20229,1,2,NO APLICA,NA
20229,2,2,NO APLICA,NA
20230,1,2,NO APLICA,NA
20230,2,2,NO APLICA,NA
20231,1,2,NO APLICA,NA
20231,2,2,NO APLICA,NA
20232,1,9,NO IDENTIFICADO,NSS
20232,2,2,NO APLICA,NA
20233,1,2,NO APLICA,NA
20233,2,2,NO APLICA,NA
20234,1,2,NO APLICA,NA
20234,2,2,NO APLICA,NA
20235,1,2,NO APLICA,NA
20235,2,2,NO APLICA,NA
20236,1,2,NO APLICA,NA
20236,2,2,NO APLICA,NA
20237,1,2,NO APLICA,NA
20237,2,2,NO APLICA,NA
20238,1,2,NO APLICA,NA
20238,2,2,NO APLICA,NA
20239,1,2,NO APLICA,NA
20239,2,2,NO APLICA,NA
20240,1,9,NO IDENTIFICADO,NSS
20240,2,9,NO IDENTIFICADO,NSS
20241,1,2,NO APLICA,NA
20241,2,2,NO APLICA,NA
20242,1,0,NO APLICA,NA
20242,2,0,NO APLICA,NA
20243,1,2,NO APLICA,NA
20243,2,2,NO APLICA,NA
20244,1,2,NO APLICA,NA
20244,2,2,NO APLICA,NA
20245,1,2,NO APLICA,NA
20245,2,2,NO APLICA,NA
20246,1,2,NO APLICA,NA
20246,2,2,NO APLICA,NA
20247,1,2,NO APLICA,NA
20247,2,2,NO APLICA,NA
20248,1,9,NO IDENTIFICADO,NSS
20248,2,9,NO IDENTIFICADO,NSS
20249,1,2,NO APLICA,NA
20249,2,2,NO APLICA,NA
20250,1,2,NO APLICA,NA
20250,2,2,NO APLICA,NA
20251,1,2,NO APLICA,NA
20251,2,2,NO APLICA,NA
20252,1,2,NO APLICA,NA
20252,2,2,NO APLICA,NA
20253,1,2,NO APLICA,NA
20253,2,2,NO APLICA,NA
20254,1,2,NO APLICA,NA
20254,2,2,NO APLICA,NA
20255,1,2,NO APLICA,NA
20255,2,2,NO APLICA,NA
20256,1,2,NO APLICA,NA
20256,2,2,NO APLICA,NA
20257,1,2,NO APLICA,NA
20257,2,2,NO APLICA,NA
20258,1,2,NO APLICA,NA
20258,2,2,NO APLICA,NA
20259,1,2,NO APLICA,NA
20259,2,2,NO APLICA,NA
20260,1,2,NO APLICA,NA
20260,2,2,NO APLICA,NA
20261,1,9,NO IDENTIFICADO,NSS
20261,2,2,NO APLICA,NA
20262,1,9,NO IDENTIFICADO,NSS
20262,2,9,NO IDENTIFICADO,NSS
20263,1,2,NO APLICA,NA
20263,2,2,NO APLICA,NA
20264,1,2,NO APLICA,NA
20264,2,2,NO APLICA,NA
20265,1,9,NO IDENTIFICADO,NSS
20265,2,9,NO IDENTIFICADO,NSS
20266,1,2,NO APLICA,NA
20266,2,2,NO APLICA,NA
20267,1,2,NO APLICA,NA
20267,2,2,NO APLICA,NA
20268,1,2,NO APLICA,NA
20268,2,2,NO APLICA,NA
20269,1,2,NO APLICA,NA
20269,2,2,NO APLICA,NA
20270,1,2,NO APLICA,NA
20270,2,2,NO APLICA,NA
20271,1,2,NO APLICA,NA
20271,2,2,NO APLICA,NA
20272,1,2,NO APLICA,NA
20272,2,2,NO APLICA,NA
20273,1,2,NO APLICA,NA
20273,2,2,NO APLICA,NA
20274,1,2,NO APLICA,NA
20274,2,2,NO APLICA,NA
20275,1,2,NO APLICA,NA
20275,2,2,NO APLICA,NA
20276,1,9,NO IDENTIFICADO,NSS
20276,2,2,NO APLICA,NA
20277,1,2,NO APLICA,NA
20277,2,2,NO APLICA,NA
20278,1,2,NO APLICA,NA
20278,2,2,NO APLICA,NA
20279,1,2,NO APLICA,NA
20279,2,2,NO APLICA,NA
20280,1,9,NO IDENTIFICADO,NSS
20280,2,9,NO IDENTIFICADO,NSS
20281,1,2,NO APLICA,NA
20281,2,2,NO APLICA,NA
20282,1,2,NO APLICA,NA
20282,2,2,NO APLICA,NA
20283,1,2,NO APLICA,NA
20283,2,2,NO APLICA,NA
20284,1,2,NO APLICA,NA
20284,2,2,NO APLICA,NA
20285,1,2,NO APLICA,NA
20285,2,2,NO APLICA,NA
20286,1,2,NO APLICA,NA
20286,2,2,NO APLICA,NA
20287,1,2,NO APLICA,NA
20287,2,2,NO APLICA,NA
20288,1,2,NO APLICA,NA
20288,2,2,NO APLICA,NA
20289,1,2,NO APLICA,NA
20289,2,2,NO APLICA,NA
20290,1,2,NO APLICA,NA
20290,2,2,NO APLICA,NA
20291,1,2,NO APLICA,NA
20291,2,2,NO APLICA,NA
20292,1,2,NO APLICA,NA
20292,2,2,NO APLICA,NA
20293,1,2,NO APLICA,NA
20293,2,2,NO APLICA,NA
20294,1,2,NO APLICA,NA
20294,2,2,NO APLICA,NA
20295,1,2,NO APLICA,NA
20295,2,2,NO APLICA,NA
20296,1,2,NO APLICA,NA
20296,2,2,NO APLICA,NA
20297,1,2,NO APLICA,NA
20297,2,2,NO APLICA,NA
20298,1,2,NO APLICA,NA
20298,2,2,NO APLICA,NA
20299,1,2,NO APLICA,NA
20299,2,2,NO APLICA,NA
20300,1,2,NO APLICA,NA
20300,2,2,NO APLICA,NA
20301,1,2,NO APLICA,NA
20301,2,2,NO APLICA,NA
20302,1,2,NO APLICA,NA
20302,2,2,NO APLICA,NA
20303,1,2,NO APLICA,NA
20303,2,2,NO APLICA,NA
20304,1,2,NO APLICA,NA
20304,2,2,NO APLICA,NA
20305,1,2,NO APLICA,NA
20305,2,2,NO APLICA,NA
20306,1,2,NO APLICA,NA
20306,2,2,NO APLICA,NA
20307,1,2,NO APLICA,NA
20307,2,2,NO APLICA,NA
20308,1,9,NO IDENTIFICADO,NSS
20308,2,2,NO APLICA,NA
20309,1,2,NO APLICA,NA
20309,2,2,NO APLICA,NA
20310,1,2,NO APLICA,NA
20310,2,2,NO APLICA,NA
20311,1,2,NO APLICA,NA
20311,2,2,NO APLICA,NA
20312,1,2,NO APLICA,NA
20312,2,2,NO APLICA,NA
20313,1,2,NO APLICA,NA
20313,2,2,NO APLICA,NA
20314,1,2,NO APLICA,NA
20314,2,2,NO APLICA,NA
20315,1,9,NO IDENTIFICADO,NSS
20315,2,9,NO IDENTIFICADO,NSS
20316,1,2,NO APLICA,NA
20316,2,2,NO APLICA,NA
20317,1,0,NO APLICA,NA
20317,2,0,NO APLICA,NA
20318,1,9,NO IDENTIFICADO,NSS
20318,2,9,NO IDENTIFICADO,NSS
20319,1,0,NO APLICA,NA
20319,2,0,NO APLICA,NA
20320,1,2,NO APLICA,NA
20320,2,2,NO APLICA,NA
20321,1,2,NO APLICA,NA
20321,2,2,NO APLICA,NA
20322,1,0,NO APLICA,NA
20322,2,0,NO APLICA,NA
20323,1,2,NO APLICA,NA
20323,2,2,NO APLICA,NA
20324,1,2,NO APLICA,NA
20324,2,2,NO APLICA,NA
20325,1,2,NO APLICA,NA
20325,2,2,NO APLICA,NA
20326,1,2,NO APLICA,NA
20326,2,2,NO APLICA,NA
20327,1,9,NO IDENTIFICADO,NSS
20327,2,9,NO IDENTIFICADO,NSS
20328,1,2,NO APLICA,NA
20328,2,2,NO APLICA,NA
20329,1,2,NO APLICA,NA
20329,2,2,NO APLICA,NA
20330,1,2,NO APLICA,NA
20330,2,2,NO APLICA,NA
20331,1,2,NO APLICA,NA
20331,2,2,NO APLICA,NA
20332,1,2,NO APLICA,NA
20332,2,2,NO APLICA,NA
20333,1,2,NO APLICA,NA
20333,2,2,NO APLICA,NA
20334,1,2,NO APLICA,NA
20334,2,2,NO APLICA,NA
20335,1,2,NO APLICA,NA
20335,2,2,NO APLICA,NA
20336,1,2,NO APLICA,NA
20336,2,2,NO APLICA,NA
20337,1,2,NO APLICA,NA
20337,2,2,NO APLICA,NA
20338,1,2,NO APLICA,NA
20338,2,2,NO APLICA,NA
20339,1,2,NO APLICA,NA
20339,2,2,NO APLICA,NA
20340,1,9,NO IDENTIFICADO,NSS
20340,2,9,NO IDENTIFICADO,NSS
20341,1,2,NO APLICA,NA
20341,2,2,NO APLICA,NA
20342,1,0,NO APLICA,NA
20342,2,0,NO APLICA,NA
20343,1,2,NO APLICA,NA
20343,2,2,NO APLICA,NA
20344,1,2,NO APLICA,NA
20344,2,2,NO APLICA,NA
20345,1,2,NO APLICA,NA
20345,2,2,NO APLICA,NA
20346,1,2,NO APLICA,NA
20346,2,2,NO APLICA,NA
20347,1,2,NO APLICA,NA
20347,2,2,NO APLICA,NA
20348,1,2,NO APLICA,NA
20348,2,2,NO APLICA,NA
20349,1,9,NO IDENTIFICADO,NSS
20349,2,9,NO IDENTIFICADO,NSS
20350,1,2,NO APLICA,NA
20350,2,2,NO APLICA,NA
20351,1,2,NO APLICA,NA
20351,2,2,NO APLICA,NA
20352,1,1,FONDO 4,86000
20352,2,1,FONDO 4,80000
20353,1,2,NO APLICA,NA
20353,2,2,NO APLICA,NA
