ubicageo_f,rnspni1,nombre1,tinfre1,tinfre2,tinfre3,tinfre4,tinfre5,tinfre6,tinfre7,tinfre8,tinfre9,tinfre10,tinfre11,tinfre12,tinfre13,tinfre14,tinfre15,tinfre16,anios_a,periactu_b,siregadm_b,raauto1,raauto2,raauto3,raauto4,raauto5,raauto6,raauto7,raauto8,raauto9,raauto10,raauto11,raauto12,raauto13
27004,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27005,1,LIBRO DE GOBIERNO,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,2022,2,3,1,,,,,,,,,,,,
27006,9,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
27007,1,BITACORA,1,1,1,1,,,,,,,,,,,,,2022,99,9,,,,,,,,1,,,1,,
27008,1,PLATAFORMA MEXICO,1,1,1,1,1,1,1,1,1,1,,1,1,1,,,2008,2,4,,,1,,,,,,,,,,
27009,1,REGISTRO NACIONAL DE DETENCIONES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2019,2,5,,,,,,,,,,,,1,
27010,1,PLATAFORMA MEXICO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2016,5,5,1,,,,,,,,,,,,
27011,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27012,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27013,1,INCIDENCIA DELICTIVA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2009,5,4,1,,1,,,,,,,,,,
27014,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27015,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27016,1,REGISTRO NACIONAL DE DETENCIONES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2020,1,5,1,1,1,1,1,1,1,1,1,1,1,,
27017,1,LIBRO DE GOBIERNO,1,1,1,1,1,1,1,1,1,1,,1,,1,,,2010,2,1,1,,,,,,,1,,1,,,
28001,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28002,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28003,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28004,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28005,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28006,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28007,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28008,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28009,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28010,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28011,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28012,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28013,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28014,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28015,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28016,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28017,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28018,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28019,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28020,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28021,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28022,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28023,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28024,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28025,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28026,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28027,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28028,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28029,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28030,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28031,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28032,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28033,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28034,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28035,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28036,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28037,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28038,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28039,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28040,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28041,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28042,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28043,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29001,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29002,1,PUESTAS A DISSPOSICION,1,,1,1,,,,1,,,,,,,,,2022,5,1,1,,,,,,,1,,1,,,
29003,1,FALTAS ADMINISTRATIVAS MINISTERIO PUBLICO Y FISCALIA,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,2021,1,4,,,,,,,,1,,,1,,
29004,1,LIBRO DE GOBIERNO,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,2021,5,1,1,,,,,,,,,,,,
29005,1,REGISTRO NACIONAL DE DETENCIONES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2021,1,4,,,,,1,,,,,,,,
29006,1,PARTE INFORMATIVO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2005,10,2,1,,,,1,,,1,,,,,
29007,9,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
29008,1,ARCHIVO,1,1,1,1,1,,1,1,1,1,1,1,,,,,2022,5,3,,,,,,,,,,,,1,
29009,1,INFORME POLICIAL HOMOLOGADO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2021,5,4,,,,,1,,,,,,,,
29010,1,LIBRO DE DETENIDOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2018,1,1,,,,,1,,,,,,,,
29011,1,PUESTAS A DISPOSICION,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,2021,1,1,1,,,,,,,1,,,,,
29012,1,PARTE DE NOVEDADES,1,1,1,1,1,,1,,,,1,,,,,,2022,1,3,,,1,,,,,,,,,,
29013,1,PUESTA A DISPOSICION,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2021,1,3,,,,,,,,1,,1,1,,
29014,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29015,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29016,1,REGISTRO DE DETENCIONES,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,2021,10,1,,,,,,,,,,,1,,
29017,1,INFORME POLICIAL HOMOLOGADO,1,1,1,1,1,1,1,1,1,1,,,,1,,,2021,1,1,1,,,,,,,1,,,,,
29018,1,BITACORA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2021,5,4,1,,,,,,,1,,1,,,
29019,1,REGISTRO NACIONAL DE DETENCIONES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2019,1,5,,,,,,,,1,,1,,,
29020,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29021,1,PARTE DE NOVEDADES,1,1,1,1,1,,1,,,,1,,,,,,2022,1,3,,,1,,,,,,,,,,
29022,1,CARPETA DE PERSONAS DETENIDAS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2021,1,1,,,,,,,,,,,,1,
29023,1,PUESTAS A DISPOSICION SEGURIDAD PUBLICA,1,1,1,,,,1,1,,,,,,,,,2021,1,2,1,1,,1,,,,1,,,,,
29024,1,PUESTAS A DISPOSICION,,1,1,,1,,1,,,1,,,,,,,2021,10,1,1,,,,1,,,,,,,,
29025,1,BITACORA DE DETENIDOS,1,1,,,1,,,,,,,,,,1,,2021,1,1,1,,,,,,,,,,,,
29026,1,ARCHIVO DE SEGURIDAD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2022,7,4,1,1,1,1,1,1,1,1,1,1,,,
29027,1,PUESTAS A DISPOSICION,1,1,1,1,1,,1,1,1,1,1,1,,1,,,2021,5,1,1,,,,,,,1,,,,,
29028,1,BITACORA DE PUESTAS A DISPOSICION,1,1,,,1,1,1,1,1,1,1,,,1,,,2021,5,5,1,,,,,,,,,,,,
29029,1,PUESTAS A DISPOCICION ANTE LA JUEZ MUNICIPAL,1,1,1,1,1,1,1,1,1,1,1,,,1,,,2022,5,3,,,,,,,,,,,,1,
29030,1,FALTAS ADMINISTRATIVAS,,,,,,,,,,1,,,,,,,2021,4,4,,,,1,,,,,,,,,
29031,1,LIBRO DE REGISTRO,1,1,1,1,,,,,,,,,,,,,2021,5,3,1,,1,,,,,1,,,,,
29032,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29033,1,REGISTRO NACIONAL DE DETENCION,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2019,1,5,1,,,,,,1,1,,,,,
29034,1,BITACORA DE DETENCIONES,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,2022,1,1,1,,,,1,,,1,,,,,
29035,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29036,1,REGISTRO DE PERSONAS EN DETENCION,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,2021,10,1,,,,,,,,,,,,1,
29037,1,PARTE POLICIAL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2021,1,1,1,,1,,1,,1,,,,,,
29038,1,REPORTE,1,1,1,,1,,1,,,,,1,,,,,2021,5,4,,,,,1,,,,,,,,
29039,1,CATALOGO DE PUESTAS A DISPOSICION,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,2022,5,2,1,,,,1,,,1,,,,,
29040,1,DIRECCION DE SEGURIDAD PUBLICA Y VIALIDAD MUNICIPAL,1,1,1,1,1,,1,1,1,1,1,1,,1,,,2022,1,1,1,,,,1,,,,,,,,
29041,1,REGISTRO DE DETENIDOS,1,1,,,,,,1,,1,,,,,,,2022,1,1,1,1,1,1,1,1,1,1,1,1,1,,
29042,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29043,1,FICHA DE DETENIDOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2022,5,4,,,,1,1,,,,,,,,
29044,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29045,1,PARTE INFORMATIVO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2017,1,4,1,,,,1,,,1,,,,,
29046,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29047,1,ARCHIVO,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,2021,2,1,1,,,,1,,,,,,,,
29048,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29049,1,FICHA TECNICA DE PERSONAS DETENIDAS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2022,1,1,,,,,1,,,1,,,,,
29050,1,PUESTAS A DISPOSICION,1,1,1,1,1,1,1,1,,,,,,,,,2022,10,1,1,,,,,,,,,,,,
29051,9,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
29052,1,REGISTRO DE PERSONA ASEGURADA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2021,5,4,,,,,1,,,,,,,,
29053,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29054,1,PERSONAS ASEGURADAS,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,2021,2,1,1,,,,,,,1,,1,,,
29055,1,PUESTAS A DISPOSICION A JUEZ CALIFICADOR YO MINISTERIO PUBLICO,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,2019,1,1,1,,,,,,,1,,1,,,
29056,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29057,1,CARPETA DE PUESTAS A DISPOSICION,1,1,1,1,1,1,1,1,1,1,,1,1,1,,,2021,1,1,1,,,,1,,,,,,,,
29058,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29059,1,ARCHIVO DE DETENCIONES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2018,1,1,1,,,,,,,1,,,,,
29060,1,PUESTAS A DISPOSICION,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,2021,1,9,1,,,,,,,,,,,,
30001,1,PERSONAS DETENIDAS,1,1,1,1,1,1,1,1,1,1,,,,,,,2022,12,1,,,,,,,,,,,,1,
30002,1,BITACORA,1,1,,,1,,1,,,,,1,,,,,2022,5,1,,,,,1,,,,,,,,
30003,1,ESTADISTICA,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,2022,5,4,,,,,,,,,,,,1,
30004,1,BOLETA DE DETENCION,1,1,1,1,1,1,1,1,1,1,,,,,,,2022,1,1,,,,,,,,,,,,1,
30005,1,ARCHIVO DE DETENIDOS,1,1,1,1,1,1,1,1,1,1,1,,,,,,2022,10,1,,,,,,,,,,,1,,
30006,9,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30007,1,FICHAS DE INGRESO,1,,,,1,,1,1,1,1,1,1,,,,,2022,1,9,,,,,,,,,,,,,1
30008,1,HOJAS DE DETENCION,,,,,1,,,,,,,,,,,,2022,5,1,1,1,1,,,1,,1,1,1,1,,
30009,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30010,1,DETENIDOS 2022,1,1,1,1,1,,,1,,,,,,,,,2022,1,5,,,,,,,,,,,,1,
30011,1,LIBRO DE DETENIDOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2022,5,4,1,,,,,,,,,,,,
30012,1,BITACORA DE REGISTRO DE DETENCION,1,1,1,1,1,1,1,1,,,,,,,,,2022,10,1,,,,,1,,,,,,1,,
30013,1,REGISTRO DE DETENIDOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2022,1,4,,,,,,,,,,,,1,
30014,9,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30015,1,REGISTRO DE PERSONAS DETENIDAS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2022,10,1,1,,,,,,,,,,,,
30016,9,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30017,1,CARPETA DE DETENIDOS,1,1,,1,1,,1,1,1,,,1,,1,,,2022,1,1,,,,,,,,,,,1,,
30018,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30019,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30020,1,FICHAS DE DETENIDOS,1,1,1,,1,,1,1,,,,,,1,,,2022,1,1,1,,1,,,,,,,,,,
30021,1,REGISTRO DE PERSONAS DETENIDAS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2021,5,5,,,,,,,,,,,,1,
30022,1,FICHA DE INGRESO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2021,1,1,1,,,,,,,1,,,,,
30023,1,ARCHIVO,1,1,1,,1,1,1,1,1,1,,,,,,,2022,2,1,,,,,,,,,,,,1,
30024,1,BASES DE DATOS DE DETENCIONES,1,1,,1,,1,1,1,1,,1,1,,,1,,2022,1,4,,,,1,,,,,,,,,
30025,1,FORMATO DE DETENCION,1,1,,,1,1,1,1,,,,,,,,,2022,1,1,,,,,1,,,,,,,,
30026,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30027,1,REGISTRO MUNICIPAL DE DETENCIONES,1,1,1,1,1,1,1,1,1,1,1,,,1,,,2022,10,1,,,1,,,,,1,,,,,
30028,1,BASE DATOS DETENIDOS,1,1,1,1,1,,,,,,,,,,,,2022,1,4,1,1,,,,,,1,,1,,,
30029,1,REGISTRO ADMINISTRATIVO,,,1,,,,,,,,,,,,,,2022,2,1,,,1,,,,,,,,,,
30030,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30031,1,REGISTRO DE DETENIDOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2020,3,1,,,,,1,,,,,,,,
30032,1,NOVEDADES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2021,2,1,,1,,,,,,,,,,,
30033,1,LIBRO DE PERSONAS DETENIDAS,1,1,1,,1,1,1,1,1,1,1,1,1,1,,,2022,2,1,,,,,,,,,,,,1,
30034,1,BITACORA,1,1,,1,,,1,1,1,1,,1,,1,,,2022,2,9,,,,,,,,1,,,1,,
30035,1,FICHAS DE DETENCIONES,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,2022,1,1,1,,,,1,,,1,,1,,,
30036,1,FALTAS ADMINISTRATIVAS,1,1,,,1,,1,1,,,1,1,,1,,,2022,2,3,,,,,,,,,,,,1,
30037,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30038,1,BITACORA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2022,12,1,,,,,,,,,,,,1,
